date,time,lower,upper
2009-07-14,1,0.063,0.092
2009-07-14,2,0.062,0.096
2009-07-14,3,0.062,0.098
2009-07-14,4,0.086,0.097
2009-07-14,5,0.073,0.095
2009-07-14,6,0.062,0.096
2009-07-14,7,0.061,0.094
2009-07-14,8,0.06,0.094
2009-07-14,9,0.073,0.075
2009-07-14,10,0.059,0.088
2009-07-14,11,0.06,0.096
2009-07-14,12,0.062,0.096
2009-07-14,13,0.061,0.095
2009-07-14,14,0.075,0.095
2009-07-14,15,0.07,0.091
2009-07-14,16,0.062,0.096
2009-07-14,17,0.062,0.095
2009-07-14,18,0.061,0.092
2009-07-14,19,0.065,0.074
2009-07-14,20,0.061,0.095
2009-07-14,21,0.061,0.094
2009-07-14,22,0.075,0.095
2009-07-14,23,0.099,0.104
2009-07-14,24,0.091,0.1
2009-07-15,1,0.062,0.096
2009-07-15,2,0.061,0.098
2009-07-15,3,0.063,0.096
2009-07-15,4,0.075,0.076
2009-07-15,5,0.064,0.086
2009-07-15,6,0.061,0.095
2009-07-15,7,0.06,0.095
2009-07-15,8,0.06,0.093
2009-07-15,9,0.059,0.093
2009-07-15,10,0.075,0.088
2009-07-15,11,0.068,0.09
2009-07-15,12,0.062,0.095
2009-07-15,13,0.061,0.097
2009-07-15,14,0.061,0.093
2009-07-15,15,0.052,0.089
2009-07-15,16,0.073,0.084
2009-07-15,17,0.061,0.095
2009-07-15,18,0.062,0.094
2009-07-15,19,0.062,0.095
2009-07-15,20,0.09,0.093
2009-07-15,21,0.067,0.094
2009-07-15,22,0.06,0.101
2009-07-15,23,0.087,0.11
2009-07-15,24,0.068,0.11
2009-07-16,1,0.064,0.094
2009-07-16,2,0.069,0.101
2009-07-16,3,0.09,0.093
2009-07-16,4,0.066,0.096
2009-07-16,5,0.061,0.095
2009-07-16,6,0.06,0.094
2009-07-16,7,0.067,0.086
2009-07-16,8,0.066,0.096
2009-07-16,9,0.058,0.095
2009-07-16,10,0.082,0.092
2009-07-16,11,0.071,0.093
2009-07-16,12,0.06,0.093
2009-07-16,13,0.06,0.097
2009-07-16,14,0.078,0.088
2009-07-16,15,0.061,0.095
2009-07-16,16,0.062,0.093
2009-07-16,17,0.093,0.093
2009-07-16,18,0.061,0.092
2009-07-16,19,0.058,0.093
2009-07-16,20,0.074,0.082
2009-07-16,21,0.059,0.093
2009-07-16,22,0.068,0.092
2009-07-16,23,0.106,0.114
2009-07-16,24,0.092,0.099
2009-07-17,1,0.062,0.098
2009-07-17,2,0.066,0.092
2009-07-17,3,0.064,0.096
2009-07-17,4,0.05,0.094
2009-07-17,5,0.072,0.098
2009-07-17,6,0.086,0.094
2009-07-17,7,0.06,0.095
2009-07-17,8,0.062,0.095
2009-07-17,9,0.071,0.084
2009-07-17,10,0.07,0.087
2009-07-17,11,0.059,0.093
2009-07-17,12,0.075,0.093
2009-07-17,13,0.079,0.093
2009-07-17,14,0.058,0.093
2009-07-17,15,0.059,0.095
2009-07-17,16,0.078,0.082
2009-07-17,17,0.064,0.096
2009-07-17,18,0.059,0.097
2009-07-17,19,0.08,0.095
2009-07-17,20,0.073,0.092
2009-07-17,21,0.056,0.096
2009-07-17,22,0.072,0.095
2009-07-17,23,0.083,0.117
2009-07-17,24,0.067,0.117
2009-07-18,1,0.086,0.097
2009-07-18,2,0.074,0.096
2009-07-18,3,0.063,0.091
2009-07-18,4,0.054,0.098
2009-07-18,5,0.076,0.082
2009-07-18,6,0.062,0.097
2009-07-18,7,0.061,0.094
2009-07-18,8,0.065,0.093
2009-07-18,9,0.087,0.09
2009-07-18,10,0.07,0.096
2009-07-18,11,0.06,0.089
2009-07-18,12,0.058,0.087
2009-07-18,13,0.061,0.094
2009-07-18,14,0.074,0.078
2009-07-18,15,0.06,0.094
2009-07-18,16,0.061,0.094
2009-07-18,17,0.095,0.232
2009-07-18,18,0.248,0.297
2009-07-18,19,0.207,0.415
2009-07-18,20,0.405,0.473
2009-07-18,21,0.32,0.378
2009-07-18,22,0.182,0.231
2009-07-18,23,0.248,0.331
2009-07-18,24,0.126,0.243
2009-07-19,1,0.067,0.1
2009-07-19,2,0.08,0.101
2009-07-19,3,0.092,0.1
2009-07-19,4,0.065,0.107
2009-07-19,5,0.069,0.098
2009-07-19,6,0.068,0.093
2009-07-19,7,0.069,0.092
2009-07-19,8,0.06,0.085
2009-07-19,9,0.064,0.097
2009-07-19,10,0.225,1.24
2009-07-19,11,0.77,0.817
2009-07-19,12,0.202,0.644
2009-07-19,13,0.063,0.098
2009-07-19,14,0.305,0.485
2009-07-19,15,0.076,0.239
2009-07-19,16,0.094,0.42
2009-07-19,17,0.145,0.166
2009-07-19,18,0.093,0.36
2009-07-19,19,0.856,0.858
2009-07-19,20,0.137,0.146
2009-07-19,21,0.156,1.455
2009-07-19,22,0.173,1.275
2009-07-19,23,0.191,0.365
2009-07-19,24,0.189,0.206
2009-07-20,1,0.152,0.157
2009-07-20,2,0.091,0.118
2009-07-20,3,0.061,0.097
2009-07-20,4,0.063,0.108
2009-07-20,5,0.083,0.097
2009-07-20,6,0.074,0.096
2009-07-20,7,0.061,0.093
2009-07-20,8,0.057,0.083
2009-07-20,9,0.073,0.086
2009-07-20,10,0.315,2.806
2009-07-20,11,0.072,0.261
2009-07-20,12,0.093,0.296
2009-07-20,13,0.065,0.348
2009-07-20,14,0.068,0.07
2009-07-20,15,0.042,0.099
2009-07-20,16,0.054,0.097
2009-07-20,17,0.054,0.099
2009-07-20,18,0.228,0.415
2009-07-20,19,0.187,0.225
2009-07-20,20,0.311,0.584
2009-07-20,21,0.317,0.327
2009-07-20,22,0.326,0.337
2009-07-20,23,0.204,0.373
2009-07-20,24,0.138,0.166
2009-07-21,1,0.139,0.165
2009-07-21,2,0.064,0.102
2009-07-21,3,0.083,0.099
2009-07-21,4,0.059,0.096
