date,time,lower,upper
2009-07-14,1,0.088,0.091
2009-07-14,2,0.01,0.01
2009-07-14,3,0.01,0.011
2009-07-14,4,0.033,0.104
2009-07-14,5,0.01,0.049
2009-07-14,6,0.01,0.01
2009-07-14,7,0.01,0.071
2009-07-14,8,0.022,0.094
2009-07-14,9,0.009,0.009
2009-07-14,10,2.344,2.987
2009-07-14,11,0.01,0.122
2009-07-14,12,0.01,0.699
2009-07-14,13,0.066,0.096
2009-07-14,14,0.475,1.349
2009-07-14,15,0.01,0.011
2009-07-14,16,0.067,0.094
2009-07-14,17,0.01,0.172
2009-07-14,18,0.016,0.051
2009-07-14,19,0.051,0.109
2009-07-14,20,0.073,0.126
2009-07-14,21,0.336,1.056
2009-07-14,22,0.036,0.528
2009-07-14,23,0.084,0.099
2009-07-14,24,0.065,0.101
2009-07-15,1,0.01,0.01
2009-07-15,2,0.036,0.1
2009-07-15,3,0.009,0.068
2009-07-15,4,0.009,0.009
2009-07-15,5,0.009,0.009
2009-07-15,6,0.09,0.101
2009-07-15,7,0.009,0.009
2009-07-15,8,0.075,0.185
2009-07-15,9,0.036,0.096
2009-07-15,10,0.009,0.009
2009-07-15,11,0.009,0.187
2009-07-15,12,0.08,0.091
2009-07-15,13,0.009,0.028
2009-07-15,14,0.009,0.73
2009-07-15,15,0.06,0.096
2009-07-15,16,0.009,0.037
2009-07-15,17,0.009,0.155
2009-07-15,18,0.063,0.101
2009-07-15,19,0.019,0.051
2009-07-15,20,0.051,0.055
2009-07-15,21,0.153,0.482
2009-07-15,22,0.063,0.069
2009-07-15,23,0.067,0.067
2009-07-15,24,0.119,0.168
2009-07-16,1,0.009,0.057
2009-07-16,2,0.009,0.009
2009-07-16,3,0.009,0.084
2009-07-16,4,0.019,0.093
2009-07-16,5,0.009,0.009
2009-07-16,6,0.009,0.015
2009-07-16,7,0.068,0.106
2009-07-16,8,0.009,0.755
2009-07-16,9,0.414,3.049
2009-07-16,10,0.098,0.165
2009-07-16,11,0.009,0.619
2009-07-16,12,0.009,0.01
2009-07-16,13,0.065,0.093
2009-07-16,14,0.033,0.423
2009-07-16,15,0.009,0.018
2009-07-16,16,0.068,0.102
2009-07-16,17,0.786,1.14
2009-07-16,18,1.154,1.213
2009-07-16,19,0.864,1.218
2009-07-16,20,0.029,0.084
2009-07-16,21,0.133,0.259
2009-07-16,22,0.008,0.071
2009-07-16,23,0.008,1.202
2009-07-16,24,0.485,1.331
2009-07-17,1,0.008,0.012
2009-07-17,2,0.008,0.009
2009-07-17,3,0.074,0.094
2009-07-17,4,0.009,0.022
2009-07-17,5,0.009,0.009
2009-07-17,6,0.009,0.103
2009-07-17,7,0.009,0.078
2009-07-17,8,0.008,0.194
2009-07-17,9,0.028,0.098
2009-07-17,10,0.008,0.059
2009-07-17,11,0.009,0.009
2009-07-17,12,0.766,2.659
2009-07-17,13,1.307,1.956
2009-07-17,14,0.008,0.09
2009-07-17,15,0.252,0.592
2009-07-17,16,0.009,0.071
2009-07-17,17,0.009,0.009
2009-07-17,18,0.013,0.774
2009-07-17,19,0.136,0.282
2009-07-17,20,0.051,1.05
2009-07-17,21,0.1,1.199
2009-07-17,22,0.426,1.314
2009-07-17,23,0.314,1.232
2009-07-17,24,0.057,0.069
2009-07-18,1,0.058,0.1
2009-07-18,2,0.008,0.045
2009-07-18,3,0.009,0.009
2009-07-18,4,0.009,0.065
2009-07-18,5,0.039,0.097
2009-07-18,6,0.009,0.009
2009-07-18,7,0.008,0.009
2009-07-18,8,0.048,0.096
2009-07-18,9,0.01,0.251
2009-07-18,10,0.008,0.009
2009-07-18,11,0.008,0.689
2009-07-18,12,0.018,0.215
2009-07-18,13,0.008,0.008
2009-07-18,14,0.008,0.008
2009-07-18,15,0.077,0.093
2009-07-18,16,0.008,0.025
2009-07-18,17,0.008,0.008
2009-07-18,18,0.008,0.091
2009-07-18,19,0.057,0.09
2009-07-18,20,0.05,0.051
2009-07-18,21,0.05,0.952
2009-07-18,22,0.569,1.3
2009-07-18,23,0.15,1.219
2009-07-18,24,1.187,1.241
2009-07-19,1,1.253,1.288
2009-07-19,2,1.196,1.218
2009-07-19,3,1.21,1.219
2009-07-19,4,1.22,1.304
2009-07-19,5,1.263,1.329
2009-07-19,6,1.222,1.226
2009-07-19,7,1.224,1.226
2009-07-19,8,1.225,1.266
2009-07-19,9,0.046,0.834
2009-07-19,10,0.009,1.379
2009-07-19,11,0.177,0.759
2009-07-19,12,0.01,0.378
2009-07-19,13,0.074,0.171
2009-07-19,14,0.009,0.009
2009-07-19,15,0.01,0.01
2009-07-19,16,0.016,0.107
2009-07-19,17,0.009,0.087
2009-07-19,18,0.03,0.05
2009-07-19,19,1.149,1.22
2009-07-19,20,1.282,1.486
2009-07-19,21,1.243,1.25
2009-07-19,22,0.084,1.262
2009-07-19,23,0.025,0.102
2009-07-19,24,0.009,0.079
2009-07-20,1,0.026,0.031
2009-07-20,2,0.012,0.046
2009-07-20,3,0.06,0.104
2009-07-20,4,0.01,0.01
2009-07-20,5,0.01,0.01
2009-07-20,6,0.047,0.099
2009-07-20,7,0.009,0.046
2009-07-20,8,0.009,0.009
2009-07-20,9,0.008,0.033
2009-07-20,10,0.198,0.299
2009-07-20,11,0.009,0.01
2009-07-20,12,0.01,0.106
2009-07-20,13,0.133,0.19
2009-07-20,14,0.184,0.246
2009-07-20,15,0.009,0.354
2009-07-20,16,0.009,0.053
2009-07-20,17,0.048,0.097
2009-07-20,18,0.012,0.05
2009-07-20,19,0.051,0.051
2009-07-20,20,0.149,0.404
2009-07-20,21,0.051,0.129
2009-07-20,22,0.045,0.052
2009-07-20,23,0.059,0.096
2009-07-20,24,0.009,0.042
2009-07-21,1,0.009,0.061
2009-07-21,2,0.091,0.099
2009-07-21,3,0.009,0.012
2009-07-21,4,0.009,0.009
2009-07-21,5,0.027,0.103
2009-07-21,6,0.009,0.068
2009-07-21,7,0.009,0.009
2009-07-21,8,0.009,0.235
2009-07-21,9,0.116,0.23
2009-07-21,10,0.008,0.009
2009-07-21,11,0.008,0.009
2009-07-21,12,0.016,0.102
2009-07-21,13,0.084,0.723
2009-07-21,14,0.01,0.181
2009-07-21,15,0.029,0.101
2009-07-21,16,0.009,0.075
2009-07-21,17,0.009,0.177
2009-07-21,18,0.033,0.128
2009-07-21,19,0.077,0.13
2009-07-21,20,0.281,0.93
2009-07-21,21,1.218,1.284
2009-07-21,22,0.095,0.612
2009-07-21,23,0.068,0.085
2009-07-21,24,0.034,0.068
2009-07-22,1,0.082,0.093
2009-07-22,2,0.009,0.043
2009-07-22,3,0.009,0.009
2009-07-22,4,0.009,0.073
2009-07-22,5,0.043,0.096
2009-07-22,6,0.009,0.01
2009-07-22,7,0.009,0.01
2009-07-22,8,0.07,0.092
2009-07-22,9,0.167,3.183
2009-07-22,10,0.01,1.546
2009-07-22,11,0.009,0.095
2009-07-22,12,0.028,0.091
2009-07-22,13,0.009,0.009
2009-07-22,14,0.094,0.255
2009-07-22,15,0.009,0.042
2009-07-22,16,0.102,0.134
2009-07-22,17,0.018,0.092
