date,time,lower,upper
2009-07-14,1,0.592,1.686
2009-07-14,2,1.238,1.486
2009-07-14,3,0.126,0.183
2009-07-14,4,0.13,0.394
2009-07-14,5,0.325,0.505
2009-07-14,6,0.269,0.319
2009-07-14,7,0.296,0.314
2009-07-14,8,0.802,2.435
2009-07-14,9,0.423,1.119
2009-07-14,10,0.603,1.319
2009-07-14,11,1.388,2.663
2009-07-14,12,1.213,2.833
2009-07-14,13,0.436,0.734
2009-07-14,14,1.015,3.285
2009-07-14,15,1.025,1.734
2009-07-14,16,0.261,3.38
2009-07-14,17,0.199,0.21
2009-07-14,18,0.27,0.441
2009-07-14,19,0.219,2.048
2009-07-14,20,0.862,1.211
2009-07-14,21,0.357,0.37
2009-07-14,22,0.195,1.397
2009-07-14,23,0.272,1.042
2009-07-14,24,0.539,0.827
2009-07-15,1,0.234,0.502
2009-07-15,2,0.422,0.643
2009-07-15,3,0.182,0.209
2009-07-15,4,0.194,0.542
2009-07-15,5,0.29,0.696
2009-07-15,6,0.158,0.219
2009-07-15,7,0.156,0.241
2009-07-15,8,0.566,1.751
2009-07-15,9,0.449,2.164
2009-07-15,10,0.224,0.266
2009-07-15,11,0.346,1.654
2009-07-15,12,0.446,0.966
2009-07-15,13,0.301,0.849
2009-07-15,14,0.131,0.923
2009-07-15,15,0.134,0.143
2009-07-15,16,0.344,0.39
2009-07-15,17,0.332,0.388
2009-07-15,18,0.791,1.09
2009-07-15,19,0.955,1.042
2009-07-15,20,0.469,0.472
2009-07-15,21,0.369,0.502
2009-07-15,22,0.771,1.394
2009-07-15,23,0.477,1.718
2009-07-15,24,0.156,0.26
2009-07-16,1,0.203,0.625
2009-07-16,2,0.112,0.25
2009-07-16,3,0.234,1.404
2009-07-16,4,0.112,0.19
2009-07-16,5,0.113,0.189
2009-07-16,6,0.112,0.186
2009-07-16,7,0.379,0.513
2009-07-16,8,0.111,0.189
2009-07-16,9,0.398,4.962
2009-07-16,10,1.302,2.729
2009-07-16,11,2.397,3.352
2009-07-16,12,0.151,0.152
2009-07-16,13,0.123,0.143
2009-07-16,14,0.141,0.599
2009-07-16,15,0.223,0.545
2009-07-16,16,0.755,1.182
2009-07-16,17,0.546,0.778
2009-07-16,18,0.591,0.705
2009-07-16,19,0.835,1.544
2009-07-16,20,0.984,1.06
2009-07-16,21,0.402,0.577
2009-07-16,22,1.167,1.175
2009-07-16,23,0.308,0.357
2009-07-16,24,1.636,1.79
2009-07-17,1,1.404,1.878
2009-07-17,2,0.179,0.457
2009-07-17,3,0.249,0.613
2009-07-17,4,0.169,1.029
2009-07-17,5,0.169,0.244
2009-07-17,6,0.169,0.461
2009-07-17,7,0.223,0.459
2009-07-17,8,0.184,0.673
2009-07-17,9,0.172,0.186
2009-07-17,10,0.316,2.822
2009-07-17,11,1.338,2.362
2009-07-17,12,0.928,2.246
2009-07-17,13,0.147,0.231
2009-07-17,14,0.116,0.152
2009-07-17,15,0.158,0.492
2009-07-17,16,0.315,0.335
2009-07-17,17,0.376,0.559
2009-07-17,18,0.587,3.802
2009-07-17,19,0.432,0.925
2009-07-17,20,0.473,0.796
2009-07-17,21,2.172,3.479
2009-07-17,22,0.365,3.979
2009-07-17,23,0.53,0.872
2009-07-17,24,1.613,1.937
2009-07-18,1,0.931,2.168
2009-07-18,2,0.122,0.185
2009-07-18,3,0.11,0.189
2009-07-18,4,0.187,0.489
2009-07-18,5,0.27,0.618
2009-07-18,6,0.11,0.187
2009-07-18,7,0.174,0.781
2009-07-18,8,0.121,0.162
2009-07-18,9,0.384,0.895
2009-07-18,10,0.143,0.257
2009-07-18,11,0.168,2.815
2009-07-18,12,1.696,2.024
2009-07-18,13,0.181,0.264
2009-07-18,14,0.181,0.258
2009-07-18,15,0.183,0.25
2009-07-18,16,0.257,0.382
2009-07-18,17,1.295,2.663
2009-07-18,18,0.466,3.443
2009-07-18,19,0.411,0.454
2009-07-18,20,0.115,0.234
2009-07-18,21,0.165,2.342
2009-07-18,22,0.489,0.709
2009-07-18,23,0.44,0.509
2009-07-18,24,0.429,0.502
2009-07-19,1,0.433,0.513
2009-07-19,2,0.438,0.501
2009-07-19,3,1.156,1.345
2009-07-19,4,0.277,1.203
2009-07-19,5,0.127,0.212
2009-07-19,6,0.128,0.205
2009-07-19,7,0.126,0.731
2009-07-19,8,0.203,0.634
2009-07-19,9,0.106,0.21
2009-07-19,10,2.313,4.446
2009-07-19,11,0.948,1.101
2009-07-19,12,0.58,0.607
2009-07-19,13,0.213,2.783
2009-07-19,14,0.674,2.393
2009-07-19,15,3.512,4.454
2009-07-19,16,2.075,3.136
2009-07-19,17,0.302,0.493
2009-07-19,18,0.358,0.606
2009-07-19,19,1.052,1.299
2009-07-19,20,0.961,2.192
2009-07-19,21,1.989,3.172
2009-07-19,22,1.334,1.459
2009-07-19,23,0.322,0.522
2009-07-19,24,0.158,0.34
2009-07-20,1,0.377,0.476
2009-07-20,2,0.153,0.397
2009-07-20,3,0.453,1.203
2009-07-20,4,0.107,0.192
2009-07-20,5,0.107,0.207
2009-07-20,6,0.187,0.421
2009-07-20,7,0.171,0.63
2009-07-20,8,0.126,0.136
2009-07-20,9,0.252,0.704
2009-07-20,10,0.161,1.356
2009-07-20,11,0.438,0.866
2009-07-20,12,0.432,0.487
2009-07-20,13,0.199,0.404
2009-07-20,14,0.339,0.891
2009-07-20,15,0.459,1.192
2009-07-20,16,0.905,1.588
2009-07-20,17,1.313,2.143
2009-07-20,18,0.409,0.454
2009-07-20,19,0.964,1.852
2009-07-20,20,1.945,2.333
2009-07-20,21,1.428,2.013
2009-07-20,22,0.872,1.492
2009-07-20,23,0.268,0.315
2009-07-20,24,0.137,0.205
2009-07-21,1,0.149,0.515
2009-07-21,2,0.276,0.381
2009-07-21,3,0.287,0.893
2009-07-21,4,0.117,0.168
2009-07-21,5,0.18,0.321
2009-07-21,6,0.33,1.547
2009-07-21,7,0.124,0.149
2009-07-21,8,0.146,0.44
2009-07-21,9,0.161,1.863
2009-07-21,10,2.665,3.17
2009-07-21,11,2.706,3.708
2009-07-21,12,0.944,2.053
2009-07-21,13,1.788,3.12
2009-07-21,14,1.458,2.356
2009-07-21,15,0.485,0.505
2009-07-21,16,1.113,1.16
2009-07-21,17,0.486,0.512
2009-07-21,18,0.238,1.18
2009-07-21,19,0.898,1.656
2009-07-21,20,0.565,0.613
2009-07-21,21,1.095,1.87
2009-07-21,22,0.225,0.3
2009-07-21,23,0.235,0.306
2009-07-21,24,0.583,1.034
2009-07-22,1,1.074,1.195
2009-07-22,2,0.142,0.197
2009-07-22,3,0.386,0.397
2009-07-22,4,0.11,0.855
2009-07-22,5,0.11,0.196
2009-07-22,6,0.199,0.527
2009-07-22,7,0.12,0.199
2009-07-22,8,0.129,0.573
2009-07-22,9,0.644,0.943
2009-07-22,10,0.269,1.54
2009-07-22,11,0.642,1.573
2009-07-22,12,1.315,1.344
2009-07-22,13,0.717,0.917
2009-07-22,14,1.988,2.061
2009-07-22,15,1.333,2.314
2009-07-22,16,0.699,0.728
2009-07-22,17,0.302,1.013
2009-07-22,18,0.173,0.239
2009-07-22,19,1.926,2.282
2009-07-22,20,0.872,5.175
2009-07-22,21,0.427,1.137
2009-07-22,22,0.684,0.801
2009-07-22,23,0.495,0.728
2009-07-22,24,1.25,2.372
2009-07-23,1,0.397,1.129
2009-07-23,2,0.346,0.499
2009-07-23,3,0.16,1.334
2009-07-23,4,0.131,0.165
2009-07-23,5,0.124,0.172
2009-07-23,6,0.183,0.314
2009-07-23,7,0.266,0.513
2009-07-23,8,0.116,0.52
2009-07-23,9,0.125,0.507
2009-07-23,10,0.134,1.601
2009-07-23,11,0.882,3.271
2009-07-23,12,1.474,3.264
2009-07-23,13,0.453,0.985
2009-07-23,14,1.782,4.482
2009-07-23,15,0.275,0.466
2009-07-23,16,1.686,1.69
2009-07-23,17,1.078,1.35
2009-07-23,18,2.751,3.38
2009-07-23,19,1.674,3.34
2009-07-23,20,1.313,2.95
2009-07-23,21,3.241,5.068
2009-07-23,22,1.508,2.017
2009-07-23,23,0.443,1.404
2009-07-23,24,0.472,1.149
2009-07-24,1,0.418,1.173
2009-07-24,2,0.422,0.603
2009-07-24,3,0.297,0.53
2009-07-24,4,0.442,1.433
2009-07-24,5,0.247,0.301
2009-07-24,6,0.242,0.301
2009-07-24,7,0.246,1.104
2009-07-24,8,0.248,0.266
2009-07-24,9,0.21,0.235
2009-07-24,10,3.28,4.212
2009-07-24,11,0.851,1.975
2009-07-24,12,2.208,4.984
2009-07-24,13,1.461,2.72
2009-07-24,14,2.501,3.792
2009-07-24,15,1.573,4.326
2009-07-24,16,1.715,2.644
2009-07-24,17,3.239,4.1
2009-07-24,18,0.783,0.831
2009-07-24,19,0.724,2.861
2009-07-24,20,1.578,1.772
2009-07-24,21,1.82,1.855
2009-07-24,22,0.556,1.204
2009-07-24,23,1.33,1.799
2009-07-24,24,0.918,1.185
2009-07-25,1,0.569,1.04
2009-07-25,2,0.435,0.503
2009-07-25,3,0.509,0.827
2009-07-25,4,0.192,0.278
2009-07-25,5,0.438,0.643
2009-07-25,6,0.22,0.365
2009-07-25,7,0.381,0.434
2009-07-25,8,0.224,1.145
2009-07-25,9,0.162,0.249
2009-07-25,10,0.473,1.724
2009-07-25,11,3.761,5.976
2009-07-25,12,1.477,6.542
2009-07-25,13,0.952,1.863
2009-07-25,14,1.53,1.861
2009-07-25,15,0.263,0.3
2009-07-25,16,0.191,0.551
2009-07-25,17,0.374,0.391
2009-07-25,18,0.573,3.019
2009-07-25,19,2.208,2.608
2009-07-25,20,0.636,2.276
2009-07-25,21,1.052,1.656
2009-07-25,22,0.621,1.875
2009-07-25,23,0.848,3.61
2009-07-25,24,0.46,1.612
2009-07-26,1,0.312,0.606
2009-07-26,2,0.535,0.56
2009-07-26,3,0.199,0.746
2009-07-26,4,0.34,0.48
2009-07-26,5,0.226,0.476
2009-07-26,6,0.243,0.593
2009-07-26,7,0.521,0.751
2009-07-26,8,0.208,0.213
2009-07-26,9,0.228,0.603
2009-07-26,10,0.494,0.828
2009-07-26,11,5.32,5.841
2009-07-26,12,0.956,2.088
2009-07-26,13,0.878,1.543
2009-07-26,14,0.667,0.721
2009-07-26,15,1.924,3.973
2009-07-26,16,3.669,3.839
2009-07-26,17,1.467,1.545
2009-07-26,18,2.084,2.949
2009-07-26,19,0.654,2.465
2009-07-26,20,0.411,0.456
2009-07-26,21,0.626,0.768
2009-07-26,22,0.656,0.85
2009-07-26,23,0.7,1.379
2009-07-26,24,0.96,1.488
2009-07-27,1,0.655,0.984
2009-07-27,2,0.41,0.431
2009-07-27,3,0.455,0.614
2009-07-27,4,0.112,0.187
2009-07-27,5,0.328,0.364
2009-07-27,6,0.268,0.408
2009-07-27,7,0.301,0.5
2009-07-27,8,0.112,0.336
2009-07-27,9,0.697,0.745
2009-07-27,10,2.267,2.932
2009-07-27,11,0.5,1.2
2009-07-27,12,0.141,1.075
2009-07-27,13,0.663,1.515
2009-07-27,14,0.481,1.104
2009-07-27,15,0.435,0.483
2009-07-27,16,0.236,1.031
2009-07-27,17,0.068,0.12
2009-07-27,18,0.083,0.803
2009-07-27,19,0.764,1.562
2009-07-27,20,0.386,0.494
2009-07-27,21,0.571,0.71
2009-07-27,22,0.318,0.377
2009-07-27,23,0.251,0.301
2009-07-27,24,0.358,0.402
2009-07-28,1,0.336,0.893
2009-07-28,2,0.421,0.558
2009-07-28,3,0.383,0.601
2009-07-28,4,0.203,0.843
2009-07-28,5,0.183,0.195
2009-07-28,6,0.176,0.197
2009-07-28,7,0.175,0.277
2009-07-28,8,0.235,2.016
2009-07-28,9,0.094,0.1
2009-07-28,10,0.064,0.099
2009-07-28,11,0.069,0.495
2009-07-28,12,1.996,4.248
2009-07-28,13,0.433,2.1
2009-07-28,14,0.156,1.164
2009-07-28,15,1.041,1.102
2009-07-28,16,0.205,1.028
2009-07-28,17,0.392,0.92
2009-07-28,18,0.368,0.387
2009-07-28,19,1.095,3.041
2009-07-28,20,3.251,3.343
2009-07-28,21,0.56,0.791
2009-07-28,22,0.945,1.232
2009-07-28,23,0.502,0.656
2009-07-28,24,0.428,1.481
2009-07-29,1,0.242,0.351
2009-07-29,2,0.192,0.619
2009-07-29,3,0.291,0.566
2009-07-29,4,0.162,0.961
2009-07-29,5,0.156,0.2
2009-07-29,6,0.159,0.26
2009-07-29,7,0.186,0.846
2009-07-29,8,0.172,0.176
2009-07-29,9,0.146,0.747
2009-07-29,10,0.9,2.878
2009-07-29,11,1.27,1.383
2009-07-29,12,0.705,0.752
2009-07-29,13,0.936,1.643
2009-07-29,14,2.187,3.419
2009-07-29,15,1.444,3.1
2009-07-29,16,2.552,3.165
2009-07-29,17,0.199,0.577
2009-07-29,18,0.341,1.374
2009-07-29,19,3.277,3.413
2009-07-29,20,0.485,2.018
2009-07-29,21,0.656,0.687
2009-07-29,22,0.614,0.685
2009-07-29,23,0.681,0.826
2009-07-29,24,0.394,0.675
2009-07-30,1,0.666,0.982
2009-07-30,2,0.122,0.185
2009-07-30,3,0.181,0.268
2009-07-30,4,0.112,0.917
2009-07-30,5,0.12,0.173
2009-07-30,6,0.219,0.302
2009-07-30,7,0.531,0.597
2009-07-30,8,0.128,0.161
2009-07-30,9,0.095,0.995
2009-07-30,10,0.09,0.424
2009-07-30,11,0.387,0.422
2009-07-30,12,0.64,1.568
2009-07-30,13,1.922,2.086
2009-07-30,14,0.515,0.557
2009-07-30,15,0.469,0.725
2009-07-30,16,0.338,1.154
2009-07-30,17,0.131,0.187
2009-07-30,18,0.238,0.776
2009-07-30,19,0.14,0.324
2009-07-30,20,0.237,0.515
2009-07-30,21,0.54,1.366
2009-07-30,22,0.431,0.451
2009-07-30,23,0.45,0.682
2009-07-30,24,0.466,0.552
2009-07-31,1,0.126,1.587
2009-07-31,2,0.124,0.187
2009-07-31,3,0.398,0.69
2009-07-31,4,0.135,0.155
2009-07-31,5,0.153,0.457
2009-07-31,6,0.176,0.342
2009-07-31,7,0.148,0.641
2009-07-31,8,0.085,0.134
2009-07-31,9,0.124,1.268
2009-07-31,10,0.088,2.711
2009-07-31,11,0.312,1.397
2009-07-31,12,0.402,0.906
2009-07-31,13,0.634,0.732
2009-07-31,14,0.07,0.133
2009-07-31,15,0.308,1.24
2009-07-31,16,0.068,2.331
2009-07-31,17,0.784,2.601
2009-07-31,18,2.018,2.495
2009-07-31,19,2.2,2.572
2009-07-31,20,1.182,3.889
2009-07-31,21,0.316,0.519
2009-07-31,22,0.368,0.407
2009-07-31,23,0.405,0.446
2009-07-31,24,0.634,1.299
2009-08-01,1,0.317,0.828
2009-08-01,2,0.261,0.496
2009-08-01,3,0.604,1.188
2009-08-01,4,0.137,0.188
2009-08-01,5,0.162,0.167
2009-08-01,6,0.125,0.207
2009-08-01,7,0.187,1.308
2009-08-01,8,0.141,0.144
2009-08-01,9,0.178,0.496
2009-08-01,10,1.613,2.845
2009-08-01,11,1.611,2.243
2009-08-01,12,0.174,0.296
2009-08-01,13,1.933,3.694
2009-08-01,14,2.783,5.22
2009-08-01,15,1.856,3.206
2009-08-01,16,4.99,5.069
2009-08-01,17,1.553,4.044
2009-08-01,18,1.058,1.91
2009-08-01,19,2.346,3.012
2009-08-01,20,0.452,1.043
2009-08-01,21,0.306,0.432
2009-08-01,22,0.319,0.534
2009-08-01,23,0.511,0.714
2009-08-01,24,0.283,0.838
2009-08-02,1,0.414,0.542
2009-08-02,2,0.212,0.395
2009-08-02,3,0.164,0.19
2009-08-02,4,0.15,0.166
2009-08-02,5,0.294,0.306
2009-08-02,6,0.383,0.422
2009-08-02,7,0.135,0.548
2009-08-02,8,0.253,0.28
2009-08-02,9,0.235,0.312
2009-08-02,10,0.215,0.548
2009-08-02,11,0.128,0.526
2009-08-02,12,2.379,3.742
2009-08-02,13,1.767,5.066
2009-08-02,14,3.378,5.526
2009-08-02,15,0.583,2.824
2009-08-02,16,0.102,0.115
2009-08-02,17,0.109,0.789
2009-08-02,18,0.108,0.11
2009-08-02,19,1.255,2.076
2009-08-02,20,0.955,1.781
2009-08-02,21,1.376,4.703
2009-08-02,22,1.232,1.355
2009-08-02,23,0.536,0.589
2009-08-02,24,0.596,0.712
2009-08-03,1,0.307,0.96
2009-08-03,2,0.131,0.574
2009-08-03,3,0.134,0.654
2009-08-03,4,0.128,0.167
2009-08-03,5,0.332,0.366
2009-08-03,6,0.173,0.938
2009-08-03,7,0.114,0.18
2009-08-03,8,0.459,0.879
2009-08-03,9,0.406,1.566
2009-08-03,10,0.394,1.138
2009-08-03,11,1.156,1.598
2009-08-03,12,0.723,1.343
2009-08-03,13,0.575,0.751
2009-08-03,14,1.812,1.891
2009-08-03,15,0.722,0.929
2009-08-03,16,0.378,2.882
2009-08-03,17,1.568,3.261
2009-08-03,18,1.477,4.706
2009-08-03,19,4.41,5.808
2009-08-03,20,3.294,3.556
2009-08-03,21,0.354,3.232
2009-08-03,22,0.445,0.58
2009-08-03,23,1.429,3.385
2009-08-03,24,1.102,2.285
2009-08-04,1,0.202,0.209
2009-08-04,2,0.373,0.649
2009-08-04,3,0.173,0.393
2009-08-04,4,0.309,1.596
2009-08-04,5,0.154,0.192
2009-08-04,6,0.166,0.177
2009-08-04,7,0.142,0.198
2009-08-04,8,0.359,0.758
2009-08-04,9,0.153,0.169
2009-08-04,10,0.319,1.647
2009-08-04,11,1.389,1.89
2009-08-04,12,0.653,1.046
2009-08-04,13,0.124,0.172
2009-08-04,14,0.1,0.75
2009-08-04,15,0.124,0.141
2009-08-04,16,0.19,0.968
2009-08-04,17,0.237,0.28
2009-08-04,18,2.224,4.493
2009-08-04,19,0.316,0.538
2009-08-04,20,0.412,0.43
2009-08-04,21,0.797,0.945
2009-08-04,22,1.021,1.906
2009-08-04,23,0.462,0.525
2009-08-04,24,2.456,2.98
2009-08-05,1,1.293,1.843
2009-08-05,2,0.549,2.13
2009-08-05,3,0.122,0.202
2009-08-05,4,0.146,0.156
2009-08-05,5,0.331,0.907
2009-08-05,6,0.116,0.181
2009-08-05,7,0.268,0.27
2009-08-05,8,0.174,0.368
2009-08-05,9,0.418,1.19
2009-08-05,10,0.386,2.025
2009-08-05,11,1.557,1.801
2009-08-05,12,2.142,2.181
2009-08-05,13,0.245,0.939
2009-08-05,14,0.124,0.75
2009-08-05,15,0.138,0.919
2009-08-05,16,0.16,0.844
2009-08-05,17,0.117,0.227
2009-08-05,18,0.187,0.77
2009-08-05,19,0.449,0.84
2009-08-05,20,0.277,0.973
2009-08-05,21,1.963,2.281
2009-08-05,22,0.611,1.184
2009-08-05,23,2.096,3.41
2009-08-05,24,1.227,2.196
2009-08-06,1,0.712,0.884
2009-08-06,2,0.183,0.913
2009-08-06,3,0.146,0.153
2009-08-06,4,0.302,0.393
2009-08-06,5,0.357,0.47
2009-08-06,6,0.456,0.537
2009-08-06,7,0.165,0.229
2009-08-06,8,0.301,0.474
2009-08-06,9,0.167,0.886
2009-08-06,10,2.358,2.713
2009-08-06,11,1.888,6.406
2009-08-06,12,0.417,1.617
2009-08-06,13,0.569,0.617
2009-08-06,14,0.827,0.921
2009-08-06,15,0.354,0.829
2009-08-06,16,0.354,0.439
2009-08-06,17,0.562,1.044
2009-08-06,18,0.741,2.054
2009-08-06,19,1.178,1.963
2009-08-06,20,0.717,2.229
2009-08-06,21,0.396,1.722
2009-08-06,22,1.641,1.85
2009-08-06,23,1.274,1.435
2009-08-06,24,0.674,1.705
2009-08-07,1,0.294,0.489
2009-08-07,2,0.102,0.352
2009-08-07,3,0.167,1.526
2009-08-07,4,0.099,0.17
2009-08-07,5,0.099,0.185
2009-08-07,6,0.099,1.888
2009-08-07,7,0.1,0.173
2009-08-07,8,0.1,0.151
2009-08-07,9,0.079,0.197
2009-08-07,10,0.55,2.296
2009-08-07,11,0.628,2.426
2009-08-07,12,1.083,1.636
2009-08-07,13,1.706,1.841
2009-08-07,14,1.275,2.346
2009-08-07,15,0.464,0.926
2009-08-07,16,0.527,0.861
2009-08-07,17,0.271,0.929
2009-08-07,18,0.697,3.805
2009-08-07,19,0.778,1.106
2009-08-07,20,0.443,0.968
2009-08-07,21,2.131,3.26
2009-08-07,22,0.879,1.84
2009-08-07,23,0.363,1.02
2009-08-07,24,0.407,0.98
2009-08-08,1,0.146,0.649
2009-08-08,2,0.192,0.483
2009-08-08,3,0.162,0.464
2009-08-08,4,0.287,0.86
2009-08-08,5,0.102,0.179
2009-08-08,6,0.101,0.299
2009-08-08,7,0.299,0.364
2009-08-08,8,0.24,0.274
2009-08-08,9,0.144,0.81
2009-08-08,10,1.741,3.48
2009-08-08,11,0.334,0.746
2009-08-08,12,2.262,2.585
2009-08-08,13,1.302,3.122
2009-08-08,14,0.74,2.31
2009-08-08,15,0.288,1.111
2009-08-08,16,0.956,2.136
2009-08-08,17,0.305,0.539
2009-08-08,18,0.098,1.007
2009-08-08,19,0.098,0.195
2009-08-08,20,2.313,2.676
2009-08-08,21,3.553,4.214
2009-08-08,22,0.901,1.209
2009-08-08,23,0.551,0.642
2009-08-08,24,0.256,1.728
2009-08-09,1,0.147,0.171
2009-08-09,2,0.143,0.166
2009-08-09,3,0.117,0.442
2009-08-09,4,0.307,0.455
2009-08-09,5,0.176,0.33
2009-08-09,6,0.166,0.417
2009-08-09,7,0.361,0.415
2009-08-09,8,0.134,0.434
2009-08-09,9,0.248,0.525
2009-08-09,10,0.106,0.278
2009-08-09,11,0.407,1.97
2009-08-09,12,2.405,3.273
2009-08-09,13,3.838,3.847
2009-08-09,14,1.836,4.439
2009-08-09,15,0.353,0.686
2009-08-09,16,0.155,0.602
2009-08-09,17,0.048,0.126
2009-08-09,18,0.243,0.47
2009-08-09,19,0.121,0.286
2009-08-09,20,0.088,0.503
2009-08-09,21,1.361,1.571
2009-08-09,22,1.836,3.928
2009-08-09,23,1.222,1.91
2009-08-09,24,0.509,2.503
2009-08-10,1,0.259,0.402
2009-08-10,2,0.217,1.043
2009-08-10,3,0.118,0.193
2009-08-10,4,0.293,0.458
2009-08-10,5,0.204,0.274
2009-08-10,6,0.492,0.598
2009-08-10,7,0.173,0.248
2009-08-10,8,0.11,0.324
2009-08-10,9,0.282,0.335
2009-08-10,10,2.783,3.315
2009-08-10,11,0.316,1.115
2009-08-10,12,0.281,0.776
2009-08-10,13,0.115,1.858
2009-08-10,14,0.825,1.456
2009-08-10,15,0.279,0.292
2009-08-10,16,1.022,1.339
2009-08-10,17,0.299,0.941
2009-08-10,18,0.317,1.104
2009-08-10,19,0.303,1.512
2009-08-10,20,1.764,2.054
2009-08-10,21,0.656,5.716
2009-08-10,22,0.38,1.572
2009-08-10,23,1.387,2.107
2009-08-10,24,0.957,2.184
2009-08-11,1,0.42,0.664
2009-08-11,2,0.208,0.634
2009-08-11,3,0.182,0.481
2009-08-11,4,0.162,0.71
2009-08-11,5,0.274,0.286
2009-08-11,6,0.143,0.894
2009-08-11,7,0.148,0.214
2009-08-11,8,0.321,1.158
2009-08-11,9,0.147,0.191
2009-08-11,10,0.953,1.075
2009-08-11,11,1.253,1.642
2009-08-11,12,0.154,0.172
2009-08-11,13,0.106,0.174
2009-08-11,14,0.115,0.47
2009-08-11,15,0.278,0.426
2009-08-11,16,1.397,3.328
2009-08-11,17,0.44,0.765
2009-08-11,18,0.642,3.952
2009-08-11,19,1.478,2.78
2009-08-11,20,0.557,1.588
2009-08-11,21,2.472,2.731
2009-08-11,22,0.563,1.109
2009-08-11,23,0.675,1.705
2009-08-11,24,0.363,0.366
2009-08-12,1,0.191,0.233
2009-08-12,2,0.124,0.173
2009-08-12,3,0.229,0.344
2009-08-12,4,0.113,0.916
2009-08-12,5,0.121,0.171
2009-08-12,6,0.149,0.863
2009-08-12,7,0.117,0.164
2009-08-12,8,0.111,0.632
2009-08-12,9,0.142,0.609
2009-08-12,10,1.102,1.273
2009-08-12,11,0.46,0.556
2009-08-12,12,0.391,2.618
2009-08-12,13,0.807,2.981
2009-08-12,14,0.707,1.128
2009-08-12,15,0.705,1.419
2009-08-12,16,0.481,0.91
2009-08-12,17,0.311,0.472
2009-08-12,18,0.464,1.206
2009-08-12,19,2.964,3.183
2009-08-12,20,1.46,1.462
2009-08-12,21,1.204,3.073
2009-08-12,22,0.469,0.903
2009-08-12,23,0.395,0.759
2009-08-12,24,0.31,0.539
2009-08-13,1,0.188,0.644
2009-08-13,2,0.181,1.156
2009-08-13,3,0.125,0.167
2009-08-13,4,0.145,0.248
2009-08-13,5,0.15,0.483
2009-08-13,6,0.323,1.014
2009-08-13,7,0.134,0.166
2009-08-13,8,0.129,0.175
2009-08-13,9,0.558,0.732
2009-08-13,10,0.666,0.91
2009-08-13,11,0.195,0.423
2009-08-13,12,0.353,0.962
2009-08-13,13,0.124,0.146
2009-08-13,14,0.185,0.793
2009-08-13,15,0.179,0.436
2009-08-13,16,0.188,0.35
2009-08-13,17,0.836,3.031
2009-08-13,18,0.257,0.725
2009-08-13,19,0.294,0.881
2009-08-13,20,0.241,1.034
2009-08-13,21,1.198,1.572
2009-08-13,22,1.184,1.761
2009-08-13,23,1.284,2.309
2009-08-13,24,0.896,1.135
2009-08-14,1,0.154,1.053
2009-08-14,2,0.163,0.384
2009-08-14,3,0.419,0.549
2009-08-14,4,0.106,0.254
2009-08-14,5,0.105,0.732
2009-08-14,6,0.182,0.308
2009-08-14,7,0.256,0.309
2009-08-14,8,0.104,0.521
2009-08-14,9,0.111,1.814
2009-08-14,10,0.372,1.284
2009-08-14,11,0.74,0.883
2009-08-14,12,0.108,0.164
2009-08-14,13,0.101,1.279
2009-08-14,14,0.096,0.171
2009-08-14,15,0.243,0.313
2009-08-14,16,0.107,0.542
2009-08-14,17,0.289,0.306
2009-08-14,18,0.247,0.349
2009-08-14,19,1.563,3.266
2009-08-14,20,1.414,3.108
2009-08-14,21,2.091,3.242
2009-08-14,22,2.941,5.288
2009-08-14,23,0.919,1.027
2009-08-14,24,0.316,0.884
2009-08-15,1,0.135,1.364
2009-08-15,2,0.119,0.235
2009-08-15,3,0.287,0.607
2009-08-15,4,0.116,0.183
2009-08-15,5,0.107,1.772
2009-08-15,6,0.123,0.193
2009-08-15,7,0.107,0.189
2009-08-15,8,0.106,0.185
2009-08-15,9,0.181,0.677
2009-08-15,10,0.084,0.16
