date,time,lower,upper
2009-07-14,1,0.068,0.074
2009-07-14,2,0.067,0.104
2009-07-14,3,0.101,0.162
2009-07-14,4,0.067,0.067
2009-07-14,5,0.067,0.169
2009-07-14,6,0.067,0.131
2009-07-14,7,0.067,0.067
2009-07-14,8,0.13,0.16
2009-07-14,9,0.065,0.077
2009-07-14,10,0.066,0.078
2009-07-14,11,0.12,0.166
2009-07-14,12,0.066,0.066
2009-07-14,13,0.066,0.139
2009-07-14,14,0.068,0.159
2009-07-14,15,0.066,0.066
2009-07-14,16,0.106,0.163
2009-07-14,17,0.067,0.107
2009-07-14,18,0.066,0.067
2009-07-14,19,0.143,0.165
2009-07-14,20,0.066,0.066
2009-07-14,21,0.066,0.134
2009-07-14,22,0.082,0.157
2009-07-14,23,0.069,0.078
2009-07-14,24,0.114,0.172
2009-07-15,1,0.067,0.102
2009-07-15,2,0.067,0.075
2009-07-15,3,0.13,0.167
2009-07-15,4,0.068,0.068
2009-07-15,5,0.068,0.139
2009-07-15,6,0.076,0.16
2009-07-15,7,0.066,0.066
2009-07-15,8,0.09,0.164
2009-07-15,9,0.066,0.108
2009-07-15,10,0.066,0.066
2009-07-15,11,0.133,0.155
2009-07-15,12,0.065,0.066
2009-07-15,13,0.066,0.13
2009-07-15,14,0.076,0.16
2009-07-15,15,0.067,0.067
2009-07-15,16,0.1,0.165
2009-07-15,17,0.105,0.375
2009-07-15,18,0.321,1.025
2009-07-15,19,0.33,0.359
2009-07-15,20,0.868,0.919
2009-07-15,21,0.539,3.938
2009-07-15,22,0.608,0.976
2009-07-15,23,0.839,1.761
2009-07-15,24,0.11,0.276
2009-07-16,1,0.143,0.174
2009-07-16,2,0.084,0.086
2009-07-16,3,0.088,0.177
2009-07-16,4,0.084,0.141
2009-07-16,5,0.08,0.081
2009-07-16,6,0.138,0.176
2009-07-16,7,0.08,0.276
2009-07-16,8,0.09,0.177
2009-07-16,9,1.127,2.471
2009-07-16,10,0.548,1.151
2009-07-16,11,0.293,0.309
2009-07-16,12,0.254,0.323
2009-07-16,13,1.57,2.515
2009-07-16,14,0.079,1.142
2009-07-16,15,0.079,0.115
2009-07-16,16,0.174,0.713
2009-07-16,17,0.416,1.234
2009-07-16,18,1.565,1.803
2009-07-16,19,0.557,1.39
2009-07-16,20,0.447,1.765
2009-07-16,21,1.498,4.746
2009-07-16,22,0.47,0.566
2009-07-16,23,0.417,0.508
2009-07-16,24,0.16,0.332
2009-07-17,1,0.09,0.176
2009-07-17,2,0.078,0.079
2009-07-17,3,0.124,0.178
2009-07-17,4,0.079,0.079
2009-07-17,5,0.121,0.174
2009-07-17,6,0.079,0.094
2009-07-17,7,0.079,1.295
2009-07-17,8,0.086,0.172
2009-07-17,9,0.114,0.214
2009-07-17,10,0.215,0.419
2009-07-17,11,0.159,2.167
2009-07-17,12,0.265,3.088
2009-07-17,13,0.078,0.288
2009-07-17,14,1.484,1.573
2009-07-17,15,0.17,0.506
2009-07-17,16,0.17,1.045
2009-07-17,17,0.424,0.496
2009-07-17,18,0.147,0.174
2009-07-17,19,0.164,0.167
2009-07-17,20,0.078,0.144
2009-07-17,21,0.078,0.078
2009-07-17,22,0.319,1.889
2009-07-17,23,0.317,0.348
2009-07-17,24,0.241,0.257
2009-07-18,1,0.079,0.094
2009-07-18,2,0.174,0.184
2009-07-18,3,0.086,0.168
2009-07-18,4,0.078,0.079
2009-07-18,5,0.079,0.079
2009-07-18,6,0.174,0.184
2009-07-18,7,0.08,0.158
2009-07-18,8,0.079,0.164
2009-07-18,9,0.244,0.427
2009-07-18,10,0.334,1.321
2009-07-18,11,0.251,0.305
2009-07-18,12,0.243,1.751
2009-07-18,13,0.136,1.409
2009-07-18,14,0.417,1.041
2009-07-18,15,0.104,0.333
2009-07-18,16,0.079,0.082
2009-07-18,17,0.138,0.172
2009-07-18,18,0.078,0.134
2009-07-18,19,0.765,2.289
2009-07-18,20,0.27,0.355
2009-07-18,21,0.259,0.435
2009-07-18,22,0.872,3.753
2009-07-18,23,0.29,0.33
2009-07-18,24,0.079,0.177
2009-07-19,1,0.112,0.178
2009-07-19,2,0.079,0.141
2009-07-19,3,0.079,0.08
2009-07-19,4,0.079,0.144
2009-07-19,5,0.124,0.174
2009-07-19,6,0.079,0.079
