date,time,lower,upper
2009-07-14,1,0.126,0.149
2009-07-14,2,0.126,0.146
2009-07-14,3,0.107,0.15
2009-07-14,4,0.104,0.151
2009-07-14,5,0.105,0.152
2009-07-14,6,0.105,0.15
2009-07-14,7,0.101,0.149
2009-07-14,8,0.1,0.153
2009-07-14,9,0.263,0.537
2009-07-14,10,0.095,0.329
2009-07-14,11,0.096,0.143
2009-07-14,12,0.143,0.313
2009-07-14,13,0.399,1.598
2009-07-14,14,0.401,0.768
2009-07-14,15,0.245,1.147
2009-07-14,16,0.282,0.691
2009-07-14,17,0.598,1.529
2009-07-14,18,0.53,0.856
2009-07-14,19,0.293,1.588
2009-07-14,20,0.273,0.314
2009-07-14,21,0.142,0.311
2009-07-14,22,0.381,0.438
2009-07-14,23,0.361,2.335
2009-07-14,24,0.148,0.152
2009-07-15,1,0.115,0.134
2009-07-15,2,0.123,0.126
2009-07-15,3,0.116,0.128
2009-07-15,4,0.111,0.135
2009-07-15,5,0.106,0.14
2009-07-15,6,0.107,0.142
2009-07-15,7,0.108,0.138
2009-07-15,8,0.129,0.129
2009-07-15,9,0.382,0.788
2009-07-15,10,0.262,0.337
2009-07-15,11,0.356,0.737
2009-07-15,12,0.129,0.477
2009-07-15,13,0.112,0.676
2009-07-15,14,0.147,0.186
2009-07-15,15,0.099,0.147
2009-07-15,16,0.099,0.146
2009-07-15,17,0.097,0.145
2009-07-15,18,0.117,0.464
2009-07-15,19,1.035,1.21
2009-07-15,20,0.405,0.544
2009-07-15,21,0.686,0.89
2009-07-15,22,0.324,0.591
2009-07-15,23,0.35,0.56
2009-07-15,24,0.209,0.455
2009-07-16,1,0.1,0.146
2009-07-16,2,0.117,0.131
2009-07-16,3,0.101,0.146
2009-07-16,4,0.124,0.147
2009-07-16,5,0.124,0.147
2009-07-16,6,0.101,0.144
2009-07-16,7,0.125,0.15
2009-07-16,8,0.123,0.198
2009-07-16,9,0.28,0.621
2009-07-16,10,0.094,0.227
2009-07-16,11,0.138,0.37
2009-07-16,12,0.303,0.577
2009-07-16,13,0.146,0.297
2009-07-16,14,0.222,0.306
2009-07-16,15,0.136,0.151
2009-07-16,16,0.103,0.156
2009-07-16,17,0.098,0.151
2009-07-16,18,0.521,0.67
2009-07-16,19,0.115,2.281
2009-07-16,20,0.213,0.396
2009-07-16,21,0.269,0.597
2009-07-16,22,0.673,1.773
2009-07-16,23,0.469,0.49
2009-07-16,24,0.16,0.16
2009-07-17,1,0.101,0.158
2009-07-17,2,0.102,0.142
