date,time,lower,upper
2009-07-14,1,0.091,0.121
2009-07-14,2,0.196,0.212
2009-07-14,3,0.173,0.209
2009-07-14,4,0.207,0.21
2009-07-14,5,0.206,0.207
2009-07-14,6,0.207,0.501
2009-07-14,7,3.298,3.374
2009-07-14,8,0.255,0.612
2009-07-14,9,0.202,0.216
2009-07-14,10,0.088,0.183
2009-07-14,11,0.094,0.22
2009-07-14,12,0.203,0.205
2009-07-14,13,0.2,0.201
2009-07-14,14,0.2,0.201
2009-07-14,15,0.198,0.2
2009-07-14,16,0.198,0.199
2009-07-14,17,0.087,0.146
2009-07-14,18,0.853,4.795
2009-07-14,19,0.211,2.971
2009-07-14,20,0.203,0.203
2009-07-14,21,0.201,0.202
2009-07-14,22,0.087,0.14
2009-07-14,23,0.261,0.382
2009-07-14,24,0.21,0.212
2009-07-15,1,0.206,0.208
2009-07-15,2,0.098,0.202
2009-07-15,3,0.088,0.093
2009-07-15,4,0.21,0.225
2009-07-15,5,0.089,0.18
2009-07-15,6,0.089,0.515
2009-07-15,7,3.34,3.468
2009-07-15,8,0.125,0.19
2009-07-15,9,0.208,0.22
2009-07-15,10,0.202,0.202
2009-07-15,11,0.086,0.144
2009-07-15,12,0.086,0.215
2009-07-15,13,0.202,0.206
2009-07-15,14,0.2,0.202
2009-07-15,15,0.198,0.199
2009-07-15,16,0.2,0.2
2009-07-15,17,0.113,0.198
2009-07-15,18,0.085,0.086
2009-07-15,19,0.213,0.246
2009-07-15,20,0.257,0.772
2009-07-15,21,0.157,0.202
2009-07-15,22,0.631,0.848
2009-07-15,23,0.321,0.916
2009-07-15,24,0.24,0.263
2009-07-16,1,0.09,0.152
2009-07-16,2,0.133,0.215
2009-07-16,3,0.161,0.208
2009-07-16,4,0.093,0.128
2009-07-16,5,0.209,0.218
2009-07-16,6,0.207,0.526
2009-07-16,7,3.455,3.458
2009-07-16,8,0.583,2.578
2009-07-16,9,0.154,0.212
2009-07-16,10,0.2,0.203
2009-07-16,11,0.086,0.192
2009-07-16,12,0.085,0.177
2009-07-16,13,0.204,0.211
2009-07-16,14,0.088,0.099
2009-07-16,15,0.186,0.211
2009-07-16,16,0.206,0.208
2009-07-16,17,0.203,0.247
2009-07-16,18,0.216,0.464
2009-07-16,19,0.087,0.11
2009-07-16,20,0.423,0.643
2009-07-16,21,0.387,1.139
2009-07-16,22,0.215,1.234
2009-07-16,23,0.218,0.353
2009-07-16,24,0.209,0.21
2009-07-17,1,0.137,0.207
2009-07-17,2,0.088,0.138
2009-07-17,3,0.209,0.216
2009-07-17,4,0.089,0.195
2009-07-17,5,0.089,0.225
2009-07-17,6,0.211,0.536
2009-07-17,7,3.305,3.411
2009-07-17,8,0.214,0.257
2009-07-17,9,0.203,0.206
2009-07-17,10,0.201,0.203
2009-07-17,11,0.201,0.203
2009-07-17,12,0.2,0.201
2009-07-17,13,0.199,0.2
2009-07-17,14,0.088,0.101
2009-07-17,15,0.146,0.23
2009-07-17,16,0.913,3.529
2009-07-17,17,2.196,3.459
2009-07-17,18,0.231,0.272
2009-07-17,19,2.699,2.965
2009-07-17,20,0.087,0.159
2009-07-17,21,0.175,0.214
2009-07-17,22,0.204,0.205
2009-07-17,23,0.09,0.147
2009-07-17,24,0.147,0.218
2009-07-18,1,0.212,0.298
2009-07-18,2,0.204,0.205
2009-07-18,3,0.203,0.204
2009-07-18,4,0.145,0.204
2009-07-18,5,0.089,0.089
2009-07-18,6,0.211,1.025
2009-07-18,7,3.565,4.123
2009-07-18,8,0.203,0.302
2009-07-18,9,0.2,0.202
2009-07-18,10,0.137,0.794
2009-07-18,11,0.525,1.889
2009-07-18,12,0.347,1.362
2009-07-18,13,1.176,2.368
2009-07-18,14,1.041,2.766
2009-07-18,15,0.304,0.343
2009-07-18,16,0.358,2.162
2009-07-18,17,1.236,2.087
2009-07-18,18,0.206,0.224
2009-07-18,19,0.206,0.207
2009-07-18,20,0.208,1.612
2009-07-18,21,0.206,2.062
2009-07-18,22,1.072,2.839
2009-07-18,23,0.495,0.614
2009-07-18,24,0.547,0.629
2009-07-19,1,1.09,2.093
2009-07-19,2,0.144,1.17
2009-07-19,3,0.23,0.269
2009-07-19,4,0.264,0.265
2009-07-19,5,0.263,0.263
2009-07-19,6,0.263,0.59
2009-07-19,7,3.476,3.547
2009-07-19,8,0.089,0.146
2009-07-19,9,0.088,0.194
2009-07-19,10,1.493,3.332
2009-07-19,11,1.227,1.51
2009-07-19,12,0.118,1.346
2009-07-19,13,0.085,0.172
2009-07-19,14,0.204,0.208
2009-07-19,15,0.201,0.203
2009-07-19,16,0.203,0.322
2009-07-19,17,0.455,0.457
2009-07-19,18,0.234,0.42
2009-07-19,19,0.336,0.475
2009-07-19,20,0.336,0.337
2009-07-19,21,1.177,1.458
2009-07-19,22,0.338,0.525
2009-07-19,23,0.227,0.374
2009-07-19,24,0.142,0.192
2009-07-20,1,0.206,0.212
2009-07-20,2,0.205,0.205
2009-07-20,3,0.088,0.195
2009-07-20,4,0.088,0.17
2009-07-20,5,0.196,0.214
2009-07-20,6,0.089,0.431
2009-07-20,7,3.456,3.486
2009-07-20,8,0.217,0.224
2009-07-20,9,0.113,0.49
2009-07-20,10,0.105,0.219
2009-07-20,11,0.203,0.207
2009-07-20,12,0.2,0.2
2009-07-20,13,0.085,0.103
2009-07-20,14,0.123,0.215
2009-07-20,15,0.193,0.205
2009-07-20,16,0.086,0.086
2009-07-20,17,0.186,0.21
2009-07-20,18,0.205,0.219
2009-07-20,19,0.226,0.869
2009-07-20,20,0.109,0.112
2009-07-20,21,0.207,0.217
2009-07-20,22,0.178,0.208
2009-07-20,23,0.089,0.165
2009-07-20,24,0.202,0.214
2009-07-21,1,0.212,0.213
2009-07-21,2,0.089,0.156
