date,time,lower,upper
2009-07-14,1,1.029,1.103
2009-07-14,2,0.6,0.729
2009-07-14,3,0.236,0.412
2009-07-14,4,0.233,0.265
2009-07-14,5,0.246,0.249
2009-07-14,6,0.226,0.272
2009-07-14,7,0.175,0.22
2009-07-14,8,0.353,0.443
2009-07-14,9,0.182,0.205
2009-07-14,10,0.173,0.202
2009-07-14,11,0.812,2.101
2009-07-14,12,0.713,1.334
2009-07-14,13,0.46,0.468
2009-07-14,14,0.403,0.453
2009-07-14,15,0.559,1.075
2009-07-14,16,1.814,2.09
2009-07-14,17,0.425,1.307
2009-07-14,18,0.518,3.038
2009-07-14,19,0.954,4.376
2009-07-14,20,1.036,1.851
2009-07-14,21,0.405,0.433
2009-07-14,22,0.38,0.506
2009-07-14,23,0.326,0.487
2009-07-14,24,0.245,0.303
2009-07-15,1,0.227,0.249
2009-07-15,2,0.166,0.267
2009-07-15,3,0.19,0.205
2009-07-15,4,0.188,0.21
2009-07-15,5,0.187,0.229
2009-07-15,6,0.146,0.226
2009-07-15,7,0.114,0.227
2009-07-15,8,0.269,0.479
2009-07-15,9,0.201,0.305
2009-07-15,10,0.184,0.284
2009-07-15,11,0.544,2.494
2009-07-15,12,0.451,2.172
2009-07-15,13,0.394,0.773
2009-07-15,14,0.244,0.381
2009-07-15,15,0.131,0.297
2009-07-15,16,0.139,0.2
2009-07-15,17,0.146,0.299
2009-07-15,18,0.214,0.463
2009-07-15,19,2.319,2.67
2009-07-15,20,0.956,2.026
2009-07-15,21,0.437,0.455
2009-07-15,22,0.452,0.511
2009-07-15,23,0.58,2.138
2009-07-15,24,0.545,0.927
2009-07-16,1,0.58,0.592
2009-07-16,2,0.488,0.609
2009-07-16,3,0.321,0.352
2009-07-16,4,0.341,0.412
2009-07-16,5,0.281,0.334
2009-07-16,6,0.144,0.213
2009-07-16,7,0.09,0.262
2009-07-16,8,0.288,0.451
2009-07-16,9,0.161,0.252
2009-07-16,10,0.246,0.42
2009-07-16,11,0.398,3.551
2009-07-16,12,2.443,2.66
2009-07-16,13,0.641,1.421
2009-07-16,14,0.369,0.503
2009-07-16,15,0.297,0.405
2009-07-16,16,0.294,0.354
2009-07-16,17,0.273,0.407
2009-07-16,18,0.324,0.389
2009-07-16,19,1.355,1.821
2009-07-16,20,2.406,2.471
2009-07-16,21,0.444,0.471
2009-07-16,22,0.466,0.515
2009-07-16,23,0.407,0.411
2009-07-16,24,0.301,0.501
2009-07-17,1,0.351,0.532
2009-07-17,2,0.317,0.485
2009-07-17,3,0.191,0.208
2009-07-17,4,0.2,0.246
2009-07-17,5,0.204,0.224
2009-07-17,6,0.167,0.219
2009-07-17,7,0.205,0.267
2009-07-17,8,0.128,0.294
2009-07-17,9,0.161,0.405
2009-07-17,10,0.134,0.282
2009-07-17,11,0.542,0.542
2009-07-17,12,0.412,0.63
2009-07-17,13,0.333,0.588
2009-07-17,14,2.714,5.71
2009-07-17,15,0.308,0.367
2009-07-17,16,0.225,0.24
2009-07-17,17,0.231,0.304
2009-07-17,18,0.415,0.551
2009-07-17,19,0.524,0.543
2009-07-17,20,0.473,0.53
2009-07-17,21,0.52,2.198
2009-07-17,22,0.518,1.217
2009-07-17,23,0.659,0.773
2009-07-17,24,0.522,0.659
2009-07-18,1,0.385,0.393
2009-07-18,2,0.319,0.353
2009-07-18,3,0.25,0.348
2009-07-18,4,0.169,0.244
2009-07-18,5,0.187,0.271
2009-07-18,6,0.134,0.205
2009-07-18,7,0.153,0.228
2009-07-18,8,0.176,0.226
2009-07-18,9,0.185,0.367
2009-07-18,10,0.224,0.347
2009-07-18,11,0.314,0.953
2009-07-18,12,1.416,2.266
2009-07-18,13,1.103,1.723
2009-07-18,14,0.533,1.853
2009-07-18,15,0.797,1.725
2009-07-18,16,0.95,1.253
2009-07-18,17,0.581,2.115
2009-07-18,18,0.457,0.461
2009-07-18,19,0.599,0.722
2009-07-18,20,0.582,2.812
2009-07-18,21,0.709,1.096
2009-07-18,22,0.507,0.605
2009-07-18,23,0.573,0.817
2009-07-18,24,1.691,2.083
2009-07-19,1,0.323,0.425
2009-07-19,2,0.239,0.376
2009-07-19,3,0.235,0.266
2009-07-19,4,0.192,0.227
2009-07-19,5,0.21,0.216
2009-07-19,6,0.186,0.262
2009-07-19,7,0.156,0.202
2009-07-19,8,0.178,0.292
2009-07-19,9,0.247,0.339
2009-07-19,10,0.252,0.546
2009-07-19,11,0.768,2.143
2009-07-19,12,0.6,0.774
2009-07-19,13,0.325,1.466
2009-07-19,14,0.483,0.49
2009-07-19,15,0.453,0.487
