date,time,lower,upper
2009-07-14,1,0.993,1.838
2009-07-14,2,0.359,1.31
2009-07-14,3,0.133,0.139
2009-07-14,4,0.121,0.137
2009-07-14,5,0.119,0.143
2009-07-14,6,0.131,0.14
2009-07-14,7,0.106,0.157
2009-07-14,8,0.121,0.126
2009-07-14,9,0.179,0.201
2009-07-14,10,0.361,1.11
2009-07-14,11,0.106,0.351
2009-07-14,12,0.147,0.167
2009-07-14,13,0.123,0.125
2009-07-14,14,0.194,0.744
2009-07-14,15,0.538,1.955
2009-07-14,16,1.733,2.113
2009-07-14,17,1.019,2.686
2009-07-14,18,0.359,1.399
2009-07-14,19,0.822,1.158
2009-07-14,20,0.172,0.816
2009-07-14,21,0.231,0.456
2009-07-14,22,0.397,0.677
2009-07-14,23,0.924,1.073
2009-07-14,24,0.822,0.976
2009-07-15,1,0.255,0.433
2009-07-15,2,0.142,0.247
2009-07-15,3,0.144,0.165
2009-07-15,4,0.089,0.149
2009-07-15,5,0.106,0.161
2009-07-15,6,0.111,0.162
2009-07-15,7,0.098,0.138
2009-07-15,8,0.14,0.291
2009-07-15,9,0.455,0.514
2009-07-15,10,0.272,0.908
2009-07-15,11,0.15,0.443
2009-07-15,12,0.114,0.13
2009-07-15,13,0.114,0.145
2009-07-15,14,0.292,0.531
2009-07-15,15,0.309,1.377
2009-07-15,16,1.804,2.218
2009-07-15,17,0.381,1.738
2009-07-15,18,1.024,1.52
2009-07-15,19,0.777,0.898
2009-07-15,20,0.157,0.167
2009-07-15,21,0.128,0.151
2009-07-15,22,0.165,0.843
2009-07-15,23,0.746,0.749
2009-07-15,24,0.578,0.713
2009-07-16,1,0.232,0.497
2009-07-16,2,0.178,0.247
2009-07-16,3,0.12,0.147
2009-07-16,4,0.134,0.152
2009-07-16,5,0.108,0.144
2009-07-16,6,0.108,0.146
2009-07-16,7,0.128,0.159
2009-07-16,8,0.092,0.131
2009-07-16,9,0.451,1.427
2009-07-16,10,0.147,0.324
2009-07-16,11,0.176,0.387
2009-07-16,12,0.284,1.029
2009-07-16,13,0.319,0.951
2009-07-16,14,1.078,1.838
2009-07-16,15,1.149,1.18
2009-07-16,16,1.902,2.279
2009-07-16,17,0.269,0.875
2009-07-16,18,0.461,1.121
2009-07-16,19,0.914,1.72
2009-07-16,20,0.423,0.475
2009-07-16,21,0.392,0.469
2009-07-16,22,0.511,0.796
2009-07-16,23,0.831,1.022
2009-07-16,24,0.701,0.809
2009-07-17,1,0.243,0.375
2009-07-17,2,0.164,0.18
2009-07-17,3,0.1,0.167
2009-07-17,4,0.129,0.17
2009-07-17,5,0.119,0.134
2009-07-17,6,0.131,0.137
2009-07-17,7,0.12,0.153
2009-07-17,8,0.28,0.346
2009-07-17,9,0.242,0.506
2009-07-17,10,0.422,0.853
2009-07-17,11,0.117,0.198
2009-07-17,12,0.126,0.149
2009-07-17,13,0.112,0.114
2009-07-17,14,0.288,0.304
2009-07-17,15,0.286,0.759
2009-07-17,16,2.102,3.195
2009-07-17,17,0.995,2.091
2009-07-17,18,0.415,1.02
2009-07-17,19,0.864,1.184
2009-07-17,20,0.411,0.632
2009-07-17,21,0.314,0.427
2009-07-17,22,0.263,0.278
2009-07-17,23,0.245,0.265
2009-07-17,24,0.243,0.288
2009-07-18,1,0.246,0.264
2009-07-18,2,0.412,0.6
2009-07-18,3,0.272,0.626
2009-07-18,4,0.17,0.263
2009-07-18,5,0.119,0.13
2009-07-18,6,0.138,0.142
2009-07-18,7,0.12,0.132
2009-07-18,8,0.11,0.154
2009-07-18,9,0.135,0.15
2009-07-18,10,0.116,0.943
2009-07-18,11,0.326,0.417
2009-07-18,12,0.41,0.834
2009-07-18,13,0.244,0.276
2009-07-18,14,0.126,0.147
2009-07-18,15,0.108,0.141
2009-07-18,16,0.188,2.608
2009-07-18,17,0.406,2.231
2009-07-18,18,0.458,1.06
2009-07-18,19,0.616,0.981
2009-07-18,20,0.459,0.637
2009-07-18,21,0.466,0.504
2009-07-18,22,0.098,0.223
2009-07-18,23,0.128,0.167
2009-07-18,24,0.094,0.128
2009-07-19,1,0.166,0.253
2009-07-19,2,0.441,0.5
2009-07-19,3,0.211,0.345
2009-07-19,4,0.164,0.168
2009-07-19,5,0.112,0.117
2009-07-19,6,0.134,0.157
2009-07-19,7,0.108,0.145
2009-07-19,8,0.119,0.138
2009-07-19,9,0.134,0.148
2009-07-19,10,0.625,0.946
2009-07-19,11,1.205,1.388
2009-07-19,12,1.352,1.604
2009-07-19,13,1.828,2.316
2009-07-19,14,0.451,0.646
2009-07-19,15,0.402,1.092
2009-07-19,16,0.128,0.955
2009-07-19,17,0.146,0.155
2009-07-19,18,0.317,1.011
2009-07-19,19,0.281,0.303
2009-07-19,20,0.135,0.144
2009-07-19,21,0.146,0.147
2009-07-19,22,0.123,0.148
2009-07-19,23,0.151,0.183
2009-07-19,24,0.688,0.957
2009-07-20,1,0.472,0.543
2009-07-20,2,0.228,0.405
2009-07-20,3,0.111,0.128
2009-07-20,4,0.133,0.155
2009-07-20,5,0.101,0.155
2009-07-20,6,0.106,0.136
2009-07-20,7,0.142,0.152
2009-07-20,8,0.145,0.715
2009-07-20,9,0.59,0.646
2009-07-20,10,0.801,1.068
2009-07-20,11,0.263,0.94
2009-07-20,12,0.151,0.154
2009-07-20,13,0.089,0.131
2009-07-20,14,0.111,0.16
2009-07-20,15,0.101,0.161
2009-07-20,16,0.513,1.931
2009-07-20,17,0.997,2.0
2009-07-20,18,0.407,0.474
2009-07-20,19,0.505,1.523
2009-07-20,20,1.279,1.589
2009-07-20,21,0.351,0.919
2009-07-20,22,0.575,0.674
2009-07-20,23,0.646,0.703
2009-07-20,24,0.688,0.695
2009-07-21,1,0.45,0.666
2009-07-21,2,0.19,0.25
2009-07-21,3,0.192,0.213
2009-07-21,4,0.18,0.206
2009-07-21,5,0.179,0.19
2009-07-21,6,0.175,0.19
