date,time,lower,upper
2009-07-14,1,0.419,0.52
2009-07-14,2,0.25,0.274
2009-07-14,3,0.175,0.249
2009-07-14,4,0.18,0.346
2009-07-14,5,0.222,0.364
2009-07-14,6,0.166,0.214
2009-07-14,7,0.064,0.144
2009-07-14,8,0.149,0.573
2009-07-14,9,0.069,0.234
2009-07-14,10,0.068,0.532
2009-07-14,11,2.592,3.502
2009-07-14,12,2.862,3.338
2009-07-14,13,0.287,0.401
2009-07-14,14,0.095,0.241
2009-07-14,15,0.793,0.899
2009-07-14,16,0.353,0.418
2009-07-14,17,1.03,2.235
2009-07-14,18,2.529,3.76
2009-07-14,19,0.22,0.635
2009-07-14,20,1.606,5.876
2009-07-14,21,0.266,0.307
2009-07-14,22,0.236,0.493
2009-07-14,23,0.413,0.495
2009-07-14,24,1.04,1.243
2009-07-15,1,1.754,1.77
2009-07-15,2,0.234,0.244
2009-07-15,3,0.255,0.26
2009-07-15,4,0.235,0.249
2009-07-15,5,0.213,0.254
2009-07-15,6,0.184,0.31
2009-07-15,7,0.096,0.148
2009-07-15,8,0.041,0.707
2009-07-15,9,0.194,0.347
2009-07-15,10,0.05,0.158
2009-07-15,11,0.158,0.161
2009-07-15,12,0.085,0.156
2009-07-15,13,0.091,0.148
2009-07-15,14,0.147,0.163
2009-07-15,15,0.076,0.148
2009-07-15,16,0.099,0.231
2009-07-15,17,0.493,0.88
2009-07-15,18,0.246,0.318
2009-07-15,19,0.492,0.821
2009-07-15,20,0.401,1.123
2009-07-15,21,0.292,0.501
2009-07-15,22,0.199,0.372
2009-07-15,23,0.548,0.729
2009-07-15,24,1.505,1.66
2009-07-16,1,0.423,1.602
2009-07-16,2,0.257,0.259
2009-07-16,3,0.24,0.248
2009-07-16,4,0.256,0.265
2009-07-16,5,0.15,0.222
2009-07-16,6,0.159,0.256
2009-07-16,7,0.063,0.064
2009-07-16,8,0.213,0.221
2009-07-16,9,0.104,0.377
2009-07-16,10,0.163,3.226
2009-07-16,11,0.459,2.496
2009-07-16,12,0.34,0.409
2009-07-16,13,0.422,0.709
2009-07-16,14,0.295,0.837
2009-07-16,15,0.333,0.444
2009-07-16,16,0.339,0.392
2009-07-16,17,3.824,3.965
2009-07-16,18,2.27,2.396
2009-07-16,19,0.319,2.257
2009-07-16,20,0.337,2.749
2009-07-16,21,1.611,2.459
2009-07-16,22,0.208,0.261
2009-07-16,23,0.447,0.488
2009-07-16,24,0.722,0.979
2009-07-17,1,0.346,0.415
2009-07-17,2,0.201,0.345
2009-07-17,3,0.194,0.297
2009-07-17,4,0.147,0.267
2009-07-17,5,0.212,0.34
2009-07-17,6,0.101,0.137
2009-07-17,7,0.157,0.199
2009-07-17,8,0.041,0.136
2009-07-17,9,0.146,0.165
2009-07-17,10,0.084,0.686
2009-07-17,11,0.489,1.782
2009-07-17,12,2.78,3.14
2009-07-17,13,0.325,0.492
2009-07-17,14,0.32,0.442
2009-07-17,15,2.216,2.272
2009-07-17,16,3.288,5.143
2009-07-17,17,2.385,3.676
2009-07-17,18,0.346,1.872
2009-07-17,19,3.424,3.56
2009-07-17,20,0.27,0.918
2009-07-17,21,0.328,0.335
2009-07-17,22,0.415,1.548
2009-07-17,23,0.355,0.472
2009-07-17,24,0.546,0.556
2009-07-18,1,0.459,0.479
2009-07-18,2,0.297,0.343
2009-07-18,3,0.285,0.339
2009-07-18,4,0.212,0.232
2009-07-18,5,0.241,0.266
2009-07-18,6,0.125,0.134
2009-07-18,7,0.198,0.207
2009-07-18,8,0.103,0.119
2009-07-18,9,0.099,0.146
2009-07-18,10,0.09,0.49
2009-07-18,11,0.325,0.435
2009-07-18,12,0.297,0.408
2009-07-18,13,0.4,0.425
2009-07-18,14,0.175,0.181
2009-07-18,15,0.042,0.118
2009-07-18,16,0.241,0.647
2009-07-18,17,1.232,1.284
2009-07-18,18,2.229,2.946
2009-07-18,19,2.357,2.458
2009-07-18,20,0.271,0.384
2009-07-18,21,1.318,1.676
2009-07-18,22,1.581,3.603
2009-07-18,23,0.445,1.214
2009-07-18,24,0.845,5.244
2009-07-19,1,0.4,0.477
2009-07-19,2,0.184,0.246
2009-07-19,3,0.31,0.338
2009-07-19,4,0.172,0.224
2009-07-19,5,0.253,0.259
2009-07-19,6,0.175,0.208
2009-07-19,7,0.145,0.187
2009-07-19,8,0.057,0.064
2009-07-19,9,0.325,0.467
2009-07-19,10,0.12,0.937
2009-07-19,11,0.302,1.833
2009-07-19,12,2.782,3.536
2009-07-19,13,1.278,3.042
2009-07-19,14,0.051,0.147
2009-07-19,15,0.187,0.236
2009-07-19,16,0.046,0.095
2009-07-19,17,0.152,1.466
2009-07-19,18,0.102,0.16
2009-07-19,19,0.305,0.312
2009-07-19,20,0.281,0.356
2009-07-19,21,0.377,0.438
2009-07-19,22,0.222,0.549
2009-07-19,23,0.604,0.615
2009-07-19,24,0.355,0.547
2009-07-20,1,0.252,0.297
2009-07-20,2,0.158,0.191
2009-07-20,3,0.334,0.347
2009-07-20,4,0.194,0.209
2009-07-20,5,0.258,0.295
2009-07-20,6,0.2,0.212
2009-07-20,7,0.11,0.147
2009-07-20,8,0.092,0.537
2009-07-20,9,0.091,0.309
2009-07-20,10,0.041,0.401
2009-07-20,11,0.137,0.269
2009-07-20,12,0.126,0.296
2009-07-20,13,0.347,1.54
2009-07-20,14,0.226,1.526
2009-07-20,15,0.156,0.188
2009-07-20,16,0.092,0.136
2009-07-20,17,0.148,0.23
2009-07-20,18,1.898,7.107
2009-07-20,19,0.141,0.197
2009-07-20,20,0.273,1.392
2009-07-20,21,0.105,0.237
2009-07-20,22,0.14,0.761
2009-07-20,23,2.334,3.382
2009-07-20,24,0.469,3.718
2009-07-21,1,0.414,0.787
2009-07-21,2,0.209,0.25
2009-07-21,3,0.265,0.297
2009-07-21,4,0.22,0.245
2009-07-21,5,0.257,0.258
2009-07-21,6,0.223,0.238
2009-07-21,7,0.258,0.495
2009-07-21,8,0.131,0.168
2009-07-21,9,0.221,0.566
2009-07-21,10,0.09,0.285
2009-07-21,11,0.405,0.422
2009-07-21,12,0.767,1.237
2009-07-21,13,0.394,0.817
2009-07-21,14,1.643,1.756
2009-07-21,15,0.23,1.745
2009-07-21,16,2.304,2.364
2009-07-21,17,2.793,4.238
2009-07-21,18,3.533,4.798
2009-07-21,19,0.949,2.406
2009-07-21,20,0.285,1.403
2009-07-21,21,0.192,0.207
2009-07-21,22,0.267,1.805
2009-07-21,23,0.525,0.589
2009-07-21,24,1.77,2.412
2009-07-22,1,0.233,0.633
2009-07-22,2,0.227,0.336
2009-07-22,3,0.174,0.32
2009-07-22,4,0.171,0.283
2009-07-22,5,0.28,0.33
2009-07-22,6,0.15,0.186
2009-07-22,7,0.146,0.218
2009-07-22,8,0.204,0.42
2009-07-22,9,0.17,0.187
2009-07-22,10,0.151,0.312
2009-07-22,11,0.924,1.856
2009-07-22,12,0.124,0.43
2009-07-22,13,0.133,0.15
2009-07-22,14,0.125,0.146
2009-07-22,15,0.291,0.332
2009-07-22,16,0.246,0.471
2009-07-22,17,1.139,2.05
2009-07-22,18,0.216,0.228
2009-07-22,19,0.224,0.342
2009-07-22,20,0.312,1.758
2009-07-22,21,0.117,0.189
2009-07-22,22,2.688,4.121
2009-07-22,23,0.467,0.562
2009-07-22,24,0.62,1.072
2009-07-23,1,1.794,1.864
2009-07-23,2,0.381,0.47
2009-07-23,3,0.268,0.332
2009-07-23,4,0.233,0.337
2009-07-23,5,0.224,0.33
2009-07-23,6,0.128,0.165
2009-07-23,7,0.181,0.216
2009-07-23,8,0.118,0.131
2009-07-23,9,0.144,0.68
2009-07-23,10,0.086,0.459
2009-07-23,11,0.357,0.436
2009-07-23,12,0.166,0.336
2009-07-23,13,0.435,0.517
2009-07-23,14,1.16,1.448
2009-07-23,15,0.147,0.282
2009-07-23,16,1.848,2.409
2009-07-23,17,1.224,3.206
2009-07-23,18,1.777,1.946
2009-07-23,19,0.29,1.683
2009-07-23,20,0.228,0.362
2009-07-23,21,0.159,0.163
2009-07-23,22,0.367,0.466
2009-07-23,23,0.558,0.651
2009-07-23,24,1.912,2.118
2009-07-24,1,0.499,1.383
2009-07-24,2,0.406,0.538
2009-07-24,3,0.251,0.331
2009-07-24,4,0.222,0.312
2009-07-24,5,0.148,0.216
2009-07-24,6,0.239,0.264
2009-07-24,7,0.118,0.131
2009-07-24,8,0.142,0.149
2009-07-24,9,0.053,0.135
2009-07-24,10,0.489,0.515
2009-07-24,11,0.278,1.216
2009-07-24,12,0.319,1.214
2009-07-24,13,0.131,0.223
2009-07-24,14,0.385,0.427
2009-07-24,15,0.393,1.52
2009-07-24,16,2.367,3.485
2009-07-24,17,0.493,3.299
2009-07-24,18,0.198,1.306
2009-07-24,19,0.22,0.299
2009-07-24,20,0.256,0.299
2009-07-24,21,0.202,0.465
2009-07-24,22,0.539,1.388
2009-07-24,23,1.458,1.823
2009-07-24,24,0.535,0.714
2009-07-25,1,0.383,0.475
2009-07-25,2,0.279,0.379
2009-07-25,3,0.151,0.212
2009-07-25,4,0.308,0.321
2009-07-25,5,0.193,0.23
2009-07-25,6,0.252,0.322
2009-07-25,7,0.073,0.28
2009-07-25,8,0.118,0.147
2009-07-25,9,0.187,0.439
2009-07-25,10,0.12,1.702
2009-07-25,11,0.272,2.064
2009-07-25,12,0.38,6.245
2009-07-25,13,0.319,0.931
2009-07-25,14,0.37,1.623
2009-07-25,15,2.792,2.894
2009-07-25,16,2.047,3.87
2009-07-25,17,0.084,1.479
2009-07-25,18,1.211,5.224
2009-07-25,19,1.572,3.12
2009-07-25,20,0.154,0.519
2009-07-25,21,0.557,2.045
2009-07-25,22,0.92,1.973
2009-07-25,23,0.59,2.398
2009-07-25,24,0.765,1.439
