date,time,lower,upper
2009-07-14,1,0.182,0.199
2009-07-14,2,0.097,0.15
2009-07-14,3,0.121,0.13
2009-07-14,4,0.139,0.157
2009-07-14,5,0.108,0.144
2009-07-14,6,0.116,0.396
2009-07-14,7,0.208,0.212
2009-07-14,8,0.082,0.116
2009-07-14,9,0.712,2.418
2009-07-14,10,0.212,0.43
2009-07-14,11,0.171,0.223
2009-07-14,12,0.534,1.04
2009-07-14,13,0.474,0.94
2009-07-14,14,0.351,0.693
2009-07-14,15,0.128,0.185
2009-07-14,16,0.153,0.546
2009-07-14,17,0.337,0.354
2009-07-14,18,2.294,2.56
2009-07-14,19,0.39,0.579
2009-07-14,20,0.456,1.205
2009-07-14,21,0.403,0.43
2009-07-14,22,0.426,0.71
2009-07-14,23,0.825,1.001
2009-07-14,24,0.538,0.757
2009-07-15,1,0.145,0.226
2009-07-15,2,0.125,0.177
2009-07-15,3,0.135,0.138
2009-07-15,4,0.093,0.149
2009-07-15,5,0.099,0.142
2009-07-15,6,0.313,0.319
2009-07-15,7,0.18,0.327
2009-07-15,8,0.132,0.271
2009-07-15,9,0.112,0.23
2009-07-15,10,0.241,0.884
2009-07-15,11,0.166,0.462
2009-07-15,12,0.22,1.068
2009-07-15,13,0.217,1.431
2009-07-15,14,0.276,0.438
2009-07-15,15,0.417,0.484
2009-07-15,16,0.209,0.346
2009-07-15,17,0.403,1.003
2009-07-15,18,1.665,3.045
2009-07-15,19,1.384,1.574
2009-07-15,20,0.224,0.274
2009-07-15,21,0.268,0.436
2009-07-15,22,0.259,0.262
2009-07-15,23,0.835,0.906
2009-07-15,24,0.362,0.375
2009-07-16,1,0.371,0.441
2009-07-16,2,0.153,0.17
2009-07-16,3,0.131,0.151
2009-07-16,4,0.112,0.132
2009-07-16,5,0.095,0.149
2009-07-16,6,0.117,0.429
2009-07-16,7,0.202,0.29
2009-07-16,8,0.11,0.125
2009-07-16,9,0.209,0.325
2009-07-16,10,0.132,0.136
2009-07-16,11,0.231,0.365
2009-07-16,12,0.18,1.105
2009-07-16,13,0.262,0.967
2009-07-16,14,0.403,0.575
2009-07-16,15,0.631,2.108
2009-07-16,16,0.145,1.265
2009-07-16,17,0.146,0.161
2009-07-16,18,0.146,2.836
2009-07-16,19,0.429,1.191
2009-07-16,20,0.268,0.323
2009-07-16,21,0.229,0.365
2009-07-16,22,0.135,0.262
2009-07-16,23,0.176,0.182
2009-07-16,24,0.521,0.62
2009-07-17,1,0.142,0.239
2009-07-17,2,0.117,0.14
2009-07-17,3,0.102,0.15
2009-07-17,4,0.107,0.185
2009-07-17,5,0.138,0.147
2009-07-17,6,0.133,0.371
2009-07-17,7,0.175,0.182
2009-07-17,8,0.146,1.624
2009-07-17,9,0.434,1.046
2009-07-17,10,0.119,0.232
2009-07-17,11,0.109,0.161
2009-07-17,12,0.233,0.623
2009-07-17,13,0.163,1.635
2009-07-17,14,0.462,0.488
2009-07-17,15,0.837,1.208
2009-07-17,16,0.329,0.465
2009-07-17,17,0.221,0.354
2009-07-17,18,0.257,0.326
2009-07-17,19,0.389,1.691
2009-07-17,20,0.31,0.507
2009-07-17,21,0.381,0.383
2009-07-17,22,0.432,0.468
2009-07-17,23,0.482,0.483
2009-07-17,24,0.335,0.517
2009-07-18,1,0.309,0.327
2009-07-18,2,0.097,0.197
2009-07-18,3,0.13,0.142
2009-07-18,4,0.099,0.142
2009-07-18,5,0.129,0.156
2009-07-18,6,0.115,0.122
2009-07-18,7,0.167,0.19
2009-07-18,8,0.126,0.134
2009-07-18,9,0.106,0.118
2009-07-18,10,0.187,0.237
2009-07-18,11,0.159,0.645
2009-07-18,12,0.324,0.364
2009-07-18,13,1.318,2.755
2009-07-18,14,0.523,2.719
2009-07-18,15,0.346,0.38
2009-07-18,16,0.268,0.554
2009-07-18,17,0.239,0.246
2009-07-18,18,0.265,0.275
2009-07-18,19,0.178,0.223
2009-07-18,20,0.274,3.068
2009-07-18,21,0.391,0.654
2009-07-18,22,0.696,0.879
2009-07-18,23,0.403,0.753
2009-07-18,24,0.21,0.421
2009-07-19,1,0.122,0.138
2009-07-19,2,0.125,0.125
2009-07-19,3,0.11,0.154
2009-07-19,4,0.114,0.124
2009-07-19,5,0.128,0.15
2009-07-19,6,0.089,0.14
2009-07-19,7,0.161,0.178
2009-07-19,8,0.115,0.145
2009-07-19,9,0.104,0.338
2009-07-19,10,0.082,0.394
2009-07-19,11,0.109,0.122
2009-07-19,12,0.099,0.103
2009-07-19,13,0.106,0.109
2009-07-19,14,0.106,0.2
2009-07-19,15,0.214,0.404
2009-07-19,16,0.192,0.196
2009-07-19,17,0.226,0.638
2009-07-19,18,0.21,0.747
2009-07-19,19,1.064,1.938
2009-07-19,20,0.373,0.39
2009-07-19,21,0.25,0.284
2009-07-19,22,0.223,0.282
2009-07-19,23,0.344,0.664
2009-07-19,24,0.351,0.38
2009-07-20,1,0.163,0.205
2009-07-20,2,0.094,0.142
2009-07-20,3,0.127,0.147
2009-07-20,4,0.144,0.155
2009-07-20,5,0.106,0.117
2009-07-20,6,0.168,0.348
2009-07-20,7,0.194,0.244
2009-07-20,8,0.101,0.13
2009-07-20,9,0.101,0.371
2009-07-20,10,0.354,0.389
2009-07-20,11,0.298,0.304
2009-07-20,12,0.493,1.2
2009-07-20,13,0.462,1.268
2009-07-20,14,0.429,0.561
2009-07-20,15,0.141,0.293
2009-07-20,16,0.086,0.113
2009-07-20,17,0.125,1.524
2009-07-20,18,1.164,1.388
2009-07-20,19,0.991,1.639
2009-07-20,20,0.201,0.218
2009-07-20,21,0.195,0.249
2009-07-20,22,0.256,0.298
2009-07-20,23,0.343,0.348
2009-07-20,24,0.267,0.397
2009-07-21,1,0.137,0.187
2009-07-21,2,0.133,0.145
2009-07-21,3,0.106,0.155
2009-07-21,4,0.101,0.115
2009-07-21,5,0.095,0.154
2009-07-21,6,0.147,0.409
2009-07-21,7,0.152,0.268
2009-07-21,8,0.108,0.126
2009-07-21,9,0.155,0.38
2009-07-21,10,0.165,0.207
2009-07-21,11,0.276,0.308
2009-07-21,12,0.504,1.484
2009-07-21,13,0.204,1.356
2009-07-21,14,0.468,0.52
2009-07-21,15,0.463,1.084
2009-07-21,16,0.232,0.487
2009-07-21,17,0.638,1.191
2009-07-21,18,1.055,1.995
2009-07-21,19,0.522,1.142
2009-07-21,20,0.4,1.584
2009-07-21,21,0.407,1.958
2009-07-21,22,0.895,2.323
2009-07-21,23,0.469,0.685
2009-07-21,24,0.302,0.48
2009-07-22,1,0.084,0.197
2009-07-22,2,0.128,0.152
2009-07-22,3,0.12,0.121
2009-07-22,4,0.098,0.156
2009-07-22,5,0.129,0.16
2009-07-22,6,0.189,0.322
2009-07-22,7,0.205,0.215
2009-07-22,8,0.107,0.146
2009-07-22,9,0.229,0.295
2009-07-22,10,0.097,0.245
2009-07-22,11,0.273,0.307
2009-07-22,12,0.369,0.957
2009-07-22,13,0.14,0.545
2009-07-22,14,0.416,0.786
2009-07-22,15,0.316,0.32
2009-07-22,16,0.087,0.182
2009-07-22,17,0.086,0.141
2009-07-22,18,0.615,1.362
2009-07-22,19,0.78,1.269
2009-07-22,20,0.365,0.39
2009-07-22,21,0.35,0.47
2009-07-22,22,0.748,1.55
2009-07-22,23,0.387,0.646
2009-07-22,24,0.256,0.505
2009-07-23,1,0.13,0.203
2009-07-23,2,0.085,0.156
2009-07-23,3,0.132,0.144
2009-07-23,4,0.098,0.182
2009-07-23,5,0.12,0.139
2009-07-23,6,0.124,0.393
2009-07-23,7,0.217,0.22
2009-07-23,8,0.087,0.152
2009-07-23,9,0.438,3.09
2009-07-23,10,0.182,0.21
2009-07-23,11,0.16,0.425
2009-07-23,12,0.438,0.838
2009-07-23,13,0.696,2.067
2009-07-23,14,0.364,0.732
2009-07-23,15,0.279,0.357
2009-07-23,16,0.33,0.371
2009-07-23,17,0.309,0.835
2009-07-23,18,2.165,3.37
2009-07-23,19,1.041,2.599
2009-07-23,20,0.206,0.243
2009-07-23,21,0.189,0.295
2009-07-23,22,0.38,0.686
2009-07-23,23,0.506,0.66
2009-07-23,24,0.233,0.649
2009-07-24,1,0.091,0.161
2009-07-24,2,0.194,0.254
2009-07-24,3,0.125,0.177
2009-07-24,4,0.134,0.143
2009-07-24,5,0.113,0.138
2009-07-24,6,0.115,0.418
2009-07-24,7,0.15,0.259
2009-07-24,8,0.094,0.25
2009-07-24,9,0.141,0.52
2009-07-24,10,0.153,0.156
2009-07-24,11,0.455,0.882
2009-07-24,12,1.545,2.947
2009-07-24,13,0.656,1.685
2009-07-24,14,0.725,2.068
2009-07-24,15,0.423,0.977
2009-07-24,16,1.449,4.207
2009-07-24,17,0.256,0.274
2009-07-24,18,0.98,3.595
2009-07-24,19,0.359,2.127
2009-07-24,20,0.247,0.257
2009-07-24,21,0.208,0.26
2009-07-24,22,0.245,0.663
2009-07-24,23,0.444,0.686
2009-07-24,24,0.409,0.472
2009-07-25,1,0.165,0.371
2009-07-25,2,0.116,0.172
2009-07-25,3,0.12,0.13
2009-07-25,4,0.119,0.131
2009-07-25,5,0.112,0.128
2009-07-25,6,0.128,0.131
2009-07-25,7,0.152,0.212
2009-07-25,8,0.099,0.128
2009-07-25,9,0.137,0.181
2009-07-25,10,0.15,0.255
2009-07-25,11,0.21,0.838
2009-07-25,12,0.558,0.597
2009-07-25,13,0.247,2.592
2009-07-25,14,0.107,0.181
2009-07-25,15,0.222,0.376
2009-07-25,16,0.176,0.211
2009-07-25,17,0.272,1.552
2009-07-25,18,0.377,0.834
2009-07-25,19,0.206,0.77
2009-07-25,20,0.353,2.266
2009-07-25,21,1.568,5.316
2009-07-25,22,0.513,0.53
2009-07-25,23,0.467,0.62
2009-07-25,24,0.573,0.754
2009-07-26,1,0.103,0.221
2009-07-26,2,0.139,0.146
2009-07-26,3,0.118,0.136
2009-07-26,4,0.119,0.136
2009-07-26,5,0.141,0.142
2009-07-26,6,0.117,0.163
2009-07-26,7,0.125,0.215
2009-07-26,8,0.094,0.132
2009-07-26,9,0.133,0.156
2009-07-26,10,0.128,0.396
2009-07-26,11,0.102,0.123
2009-07-26,12,0.154,0.529
2009-07-26,13,0.473,1.442
2009-07-26,14,0.338,0.371
2009-07-26,15,0.35,0.644
2009-07-26,16,0.135,0.176
2009-07-26,17,0.121,0.189
2009-07-26,18,0.176,0.971
