date,time,lower,upper
2009-07-14,1,0.946,1.196
2009-07-14,2,0.919,1.146
2009-07-14,3,0.322,0.419
2009-07-14,4,0.182,0.182
2009-07-14,5,0.274,0.466
2009-07-14,6,0.296,0.535
2009-07-14,7,0.246,0.477
2009-07-14,8,0.195,2.261
2009-07-14,9,0.544,1.85
2009-07-14,10,0.566,0.907
2009-07-14,11,0.352,0.664
2009-07-14,12,1.164,1.585
2009-07-14,13,0.597,1.853
2009-07-14,14,0.304,0.852
2009-07-14,15,0.549,0.758
2009-07-14,16,0.6,0.975
2009-07-14,17,1.228,2.268
2009-07-14,18,1.658,3.739
2009-07-14,19,0.622,1.324
2009-07-14,20,1.0,1.161
2009-07-14,21,0.58,0.742
2009-07-14,22,1.09,1.454
2009-07-14,23,1.149,1.303
2009-07-14,24,0.483,1.366
2009-07-15,1,0.174,0.435
2009-07-15,2,0.273,0.489
2009-07-15,3,0.268,0.541
2009-07-15,4,0.173,0.362
2009-07-15,5,0.178,0.373
2009-07-15,6,0.296,0.451
2009-07-15,7,0.561,3.05
2009-07-15,8,0.555,2.248
2009-07-15,9,0.224,0.462
2009-07-15,10,0.293,0.775
2009-07-15,11,0.253,0.567
2009-07-15,12,0.601,1.089
2009-07-15,13,0.447,0.453
2009-07-15,14,0.303,0.524
2009-07-15,15,0.307,0.487
2009-07-15,16,0.555,0.77
2009-07-15,17,0.378,0.896
2009-07-15,18,1.977,2.183
2009-07-15,19,0.923,1.916
2009-07-15,20,0.772,0.829
2009-07-15,21,1.697,2.613
2009-07-15,22,1.008,1.868
2009-07-15,23,1.29,1.806
2009-07-15,24,0.824,0.982
2009-07-16,1,0.565,1.512
2009-07-16,2,0.278,0.569
2009-07-16,3,0.251,0.466
2009-07-16,4,0.175,0.401
2009-07-16,5,0.155,0.241
2009-07-16,6,0.253,0.508
2009-07-16,7,0.324,3.24
2009-07-16,8,0.176,2.318
2009-07-16,9,0.175,0.432
2009-07-16,10,1.193,1.362
2009-07-16,11,0.222,0.592
2009-07-16,12,0.197,0.42
2009-07-16,13,0.251,0.433
2009-07-16,14,0.433,0.632
2009-07-16,15,0.435,0.49
2009-07-16,16,0.198,0.627
2009-07-16,17,1.154,1.504
2009-07-16,18,2.832,3.446
2009-07-16,19,0.568,0.845
2009-07-16,20,0.481,0.748
2009-07-16,21,0.466,0.646
2009-07-16,22,0.978,1.366
2009-07-16,23,1.273,1.634
2009-07-16,24,0.613,0.748
2009-07-17,1,0.192,0.946
2009-07-17,2,0.161,0.401
2009-07-17,3,0.262,0.263
2009-07-17,4,0.259,0.52
2009-07-17,5,0.248,0.257
2009-07-17,6,0.176,0.406
2009-07-17,7,0.176,0.389
2009-07-17,8,0.269,2.75
2009-07-17,9,0.27,0.497
2009-07-17,10,0.378,1.175
2009-07-17,11,1.7,1.868
2009-07-17,12,0.75,1.321
2009-07-17,13,0.732,2.401
2009-07-17,14,0.481,0.519
2009-07-17,15,0.448,0.453
2009-07-17,16,0.317,0.381
2009-07-17,17,0.451,0.562
2009-07-17,18,0.586,0.696
2009-07-17,19,0.332,0.555
2009-07-17,20,0.25,0.464
2009-07-17,21,0.664,0.696
2009-07-17,22,0.399,0.645
2009-07-17,23,0.341,0.543
2009-07-17,24,0.381,0.817
2009-07-18,1,0.328,0.652
2009-07-18,2,0.377,0.461
2009-07-18,3,0.155,0.456
2009-07-18,4,0.213,0.503
2009-07-18,5,0.287,0.458
2009-07-18,6,0.176,0.458
2009-07-18,7,0.245,0.412
2009-07-18,8,0.33,0.49
2009-07-18,9,0.275,0.527
2009-07-18,10,0.359,0.459
2009-07-18,11,0.274,0.461
2009-07-18,12,0.429,1.98
2009-07-18,13,0.348,0.737
2009-07-18,14,0.753,2.917
2009-07-18,15,0.402,0.497
2009-07-18,16,0.299,0.49
2009-07-18,17,0.638,0.655
2009-07-18,18,0.505,0.519
2009-07-18,19,0.55,0.613
2009-07-18,20,0.481,0.553
2009-07-18,21,0.555,0.678
2009-07-18,22,0.412,0.429
2009-07-18,23,0.284,0.625
2009-07-18,24,0.268,0.528
2009-07-19,1,0.272,0.557
2009-07-19,2,0.303,0.379
2009-07-19,3,0.223,0.506
2009-07-19,4,0.152,0.399
2009-07-19,5,0.153,0.16
2009-07-19,6,0.244,0.401
2009-07-19,7,0.274,0.526
2009-07-19,8,0.202,0.269
2009-07-19,9,0.175,0.426
2009-07-19,10,0.173,0.174
2009-07-19,11,0.254,0.426
2009-07-19,12,0.688,5.258
2009-07-19,13,0.434,0.492
2009-07-19,14,0.261,0.711
2009-07-19,15,0.704,2.049
2009-07-19,16,0.652,0.873
2009-07-19,17,0.815,0.876
2009-07-19,18,1.108,1.283
2009-07-19,19,0.575,1.623
2009-07-19,20,0.565,1.259
2009-07-19,21,0.49,0.8
2009-07-19,22,0.596,0.77
2009-07-19,23,0.827,0.847
2009-07-19,24,0.512,1.064
2009-07-20,1,0.243,0.259
2009-07-20,2,0.229,0.493
2009-07-20,3,0.239,0.279
2009-07-20,4,0.192,0.5
2009-07-20,5,0.236,0.259
2009-07-20,6,0.176,0.408
2009-07-20,7,0.191,0.229
2009-07-20,8,0.511,1.757
2009-07-20,9,0.232,0.588
2009-07-20,10,1.524,1.96
2009-07-20,11,1.034,1.546
2009-07-20,12,0.346,0.385
2009-07-20,13,0.675,0.92
2009-07-20,14,0.739,0.806
2009-07-20,15,0.9,0.936
2009-07-20,16,0.453,0.736
2009-07-20,17,0.475,0.658
2009-07-20,18,0.313,1.634
2009-07-20,19,1.313,2.894
2009-07-20,20,0.849,1.181
2009-07-20,21,0.984,1.752
2009-07-20,22,0.934,1.532
2009-07-20,23,1.605,1.694
2009-07-20,24,1.111,1.15
2009-07-21,1,0.694,0.981
2009-07-21,2,0.561,0.766
2009-07-21,3,0.262,0.519
2009-07-21,4,0.164,0.233
2009-07-21,5,0.159,0.409
2009-07-21,6,0.281,0.511
2009-07-21,7,0.278,0.487
2009-07-21,8,0.191,2.393
2009-07-21,9,0.157,0.157
2009-07-21,10,0.455,0.487
2009-07-21,11,1.478,1.882
2009-07-21,12,0.412,0.782
2009-07-21,13,0.478,0.728
2009-07-21,14,0.373,0.422
2009-07-21,15,0.717,1.997
2009-07-21,16,0.382,0.577
2009-07-21,17,0.648,0.753
2009-07-21,18,0.835,1.636
2009-07-21,19,2.006,2.522
2009-07-21,20,0.727,1.925
2009-07-21,21,0.316,0.8
2009-07-21,22,0.719,1.28
2009-07-21,23,0.904,1.107
2009-07-21,24,0.767,0.778
